granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_icu,n_hospital_main_cause,n_hospital_all_causes,date_of_publishing
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-21,1,3,5,2022-03-15
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-22,0,4,4,2022-03-15
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-23,0,3,3,2022-03-15
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-24,0,5,5,2022-03-15
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-25,1,2,2,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-26,1,4,4,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-27,0,3,4,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-28,0,5,7,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-29,0,0,2,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-30,1,6,6,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-31,0,0,3,2022-03-15
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-08-01,1,2,3,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-02,1,6,8,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-03,1,5,5,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-04,0,5,7,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-05,1,4,8,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-06,1,5,7,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-07,0,1,2,2022-03-15
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-08,2,8,10,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-09,0,10,12,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-10,0,0,5,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-11,0,1,4,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-12,0,7,7,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-13,1,5,6,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-14,0,5,6,2022-03-15
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-15,2,8,10,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-16,1,7,7,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-17,0,4,6,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-18,3,8,9,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-19,0,6,12,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-20,0,9,11,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-21,0,8,10,2022-03-15
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-22,2,7,8,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-23,1,10,12,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-24,1,8,10,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-25,0,12,14,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-26,3,6,11,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-27,1,12,17,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-28,1,7,12,2022-03-15
day,nation,norge,2020,total,total,2021,34,2021-34,2021/2022,5,2021-08-29,1,14,22,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-08-30,3,17,24,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-08-31,5,17,21,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-09-01,3,4,10,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-09-02,2,11,13,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-09-03,0,7,11,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-09-04,2,5,10,2022-03-15
day,nation,norge,2020,total,total,2021,35,2021-35,2021/2022,6,2021-09-05,3,8,9,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-06,4,13,18,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-07,3,12,17,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-08,7,16,24,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-09,0,20,22,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-10,5,11,13,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-11,4,11,14,2022-03-15
day,nation,norge,2020,total,total,2021,36,2021-36,2021/2022,7,2021-09-12,1,18,23,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-13,2,8,11,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-14,2,14,15,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-15,1,10,18,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-16,1,13,18,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-17,2,11,16,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-18,3,16,18,2022-03-15
day,nation,norge,2020,total,total,2021,37,2021-37,2021/2022,8,2021-09-19,1,7,9,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-20,2,10,13,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-21,3,13,17,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-22,1,7,9,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-23,2,4,9,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-24,3,15,20,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-25,3,4,5,2022-03-15
day,nation,norge,2020,total,total,2021,38,2021-38,2021/2022,9,2021-09-26,3,11,16,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-09-27,2,14,17,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-09-28,2,12,17,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-09-29,2,6,8,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-09-30,2,7,14,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-10-01,2,6,8,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-10-02,0,7,9,2022-03-15
day,nation,norge,2020,total,total,2021,39,2021-39,2021/2022,10,2021-10-03,0,8,8,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-04,1,8,12,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-05,3,13,15,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-06,3,12,14,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-07,3,9,12,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-08,2,7,9,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-09,2,5,6,2022-03-15
day,nation,norge,2020,total,total,2021,40,2021-40,2021/2022,11,2021-10-10,1,4,5,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-11,7,13,16,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-12,1,7,11,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-13,1,10,14,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-14,0,10,13,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-15,2,6,11,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-16,5,10,11,2022-03-15
day,nation,norge,2020,total,total,2021,41,2021-41,2021/2022,12,2021-10-17,1,6,13,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-18,2,13,16,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-19,1,18,26,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-20,2,12,22,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-21,3,12,17,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-22,3,11,17,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-23,0,6,11,2022-03-15
day,nation,norge,2020,total,total,2021,42,2021-42,2021/2022,13,2021-10-24,2,9,14,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-25,4,13,15,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-26,4,14,19,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-27,1,17,24,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-28,4,19,35,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-29,1,19,26,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-30,8,21,27,2022-03-15
day,nation,norge,2020,total,total,2021,43,2021-43,2021/2022,14,2021-10-31,0,13,19,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-01,6,23,28,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-02,4,25,28,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-03,7,23,32,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-04,5,23,32,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-05,5,17,27,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-06,5,19,25,2022-03-15
day,nation,norge,2020,total,total,2021,44,2021-44,2021/2022,15,2021-11-07,9,15,18,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-08,3,27,33,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-09,7,20,32,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-10,4,26,37,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-11,3,27,41,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-12,4,14,26,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-13,1,19,23,2022-03-15
day,nation,norge,2020,total,total,2021,45,2021-45,2021/2022,16,2021-11-14,7,32,46,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-15,5,24,34,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-16,6,24,38,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-17,0,14,28,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-18,1,27,35,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-19,6,25,34,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-20,3,17,19,2022-03-15
day,nation,norge,2020,total,total,2021,46,2021-46,2021/2022,17,2021-11-21,3,20,26,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-22,10,27,41,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-23,6,26,32,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-24,7,26,39,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-25,5,20,27,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-26,5,28,41,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-27,7,15,21,2022-03-15
day,nation,norge,2020,total,total,2021,47,2021-47,2021/2022,18,2021-11-28,5,38,51,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-11-29,10,25,41,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-11-30,2,40,57,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-12-01,6,28,50,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-12-02,5,32,39,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-12-03,7,31,43,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-12-04,9,27,36,2022-03-15
day,nation,norge,2020,total,total,2021,48,2021-48,2021/2022,19,2021-12-05,7,35,47,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-06,10,37,54,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-07,17,35,48,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-08,7,25,35,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-09,9,32,48,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-10,13,35,48,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-11,3,31,44,2022-03-15
day,nation,norge,2020,total,total,2021,49,2021-49,2021/2022,20,2021-12-12,12,32,45,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-13,9,47,60,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-14,11,49,63,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-15,14,41,60,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-16,6,36,51,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-17,11,33,48,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-18,3,28,32,2022-03-15
day,nation,norge,2020,total,total,2021,50,2021-50,2021/2022,21,2021-12-19,9,21,27,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-20,8,38,46,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-21,6,30,46,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-22,7,19,33,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-23,9,30,37,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-24,6,28,42,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-25,9,36,47,2022-03-15
day,nation,norge,2020,total,total,2021,51,2021-51,2021/2022,22,2021-12-26,7,18,32,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2021-12-27,8,30,41,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2021-12-28,7,28,37,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2021-12-29,7,34,47,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2021-12-30,4,30,46,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2021-12-31,6,23,36,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2022-01-01,6,28,44,2022-03-15
day,nation,norge,2020,total,total,2021,52,2021-52,2021/2022,23,2022-01-02,2,16,25,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-03,5,21,36,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-04,7,25,42,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-05,5,28,44,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-06,4,18,30,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-07,1,21,41,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-08,6,15,29,2022-03-15
day,nation,norge,2020,total,total,2022,1,2022-01,2021/2022,24,2022-01-09,4,19,31,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-10,2,18,36,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-11,2,22,35,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-12,5,14,34,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-13,2,16,37,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-14,2,19,40,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-15,4,18,37,2022-03-15
day,nation,norge,2020,total,total,2022,2,2022-02,2021/2022,25,2022-01-16,1,14,24,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-17,3,21,49,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-18,3,19,46,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-19,3,29,56,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-20,4,22,42,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-21,4,21,48,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-22,1,15,35,2022-03-15
day,nation,norge,2020,total,total,2022,3,2022-03,2021/2022,26,2022-01-23,6,27,52,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-24,1,34,80,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-25,2,27,56,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-26,1,44,73,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-27,5,39,73,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-28,2,21,56,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-29,5,29,54,2022-03-15
day,nation,norge,2020,total,total,2022,4,2022-04,2021/2022,27,2022-01-30,2,32,55,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-01-31,2,34,84,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-01,2,41,74,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-02,5,27,66,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-03,2,40,85,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-04,2,27,61,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-05,4,31,59,2022-03-15
day,nation,norge,2020,total,total,2022,5,2022-05,2021/2022,28,2022-02-06,3,39,76,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-07,0,36,69,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-08,3,47,94,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-09,1,41,79,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-10,3,69,117,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-11,3,36,78,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-12,1,42,76,2022-03-15
day,nation,norge,2020,total,total,2022,6,2022-06,2021/2022,29,2022-02-13,5,44,95,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-14,4,64,116,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-15,5,58,123,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-16,4,56,127,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-17,7,77,134,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-18,7,74,130,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-19,4,57,109,2022-03-15
day,nation,norge,2020,total,total,2022,7,2022-07,2021/2022,30,2022-02-20,7,54,113,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-21,8,79,145,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-22,1,79,153,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-23,14,68,146,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-24,6,78,136,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-25,1,61,132,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-26,7,69,128,2022-03-15
day,nation,norge,2020,total,total,2022,8,2022-08,2021/2022,31,2022-02-27,5,80,130,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-02-28,11,92,160,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-01,8,94,184,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-02,8,79,145,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-03,4,76,140,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-04,5,66,127,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-05,4,60,108,2022-03-15
day,nation,norge,2020,total,total,2022,9,2022-09,2021/2022,32,2022-03-06,9,68,118,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-07,6,91,149,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-08,7,89,156,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-09,0,64,117,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-10,9,64,110,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-11,1,52,84,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-12,7,34,72,2022-03-15
day,nation,norge,2020,total,total,2022,10,2022-10,2021/2022,33,2022-03-13,1,48,75,2022-03-15
day,nation,norge,2020,total,total,2022,11,2022-11,2021/2022,34,2022-03-14,0,14,27,2022-03-15
