granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,126672,27380,76.6807511168687,16.574451856605,165194,Oslo,2021-07-22
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,124075,17483,74.9313041640245,10.5583235196425,165585,Oslo,2021-07-22
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,38369,18793,90.1993511683671,44.1793220179604,42538,Oslo,2021-07-22
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,39690,17653,86.0655737704918,38.2795559025067,46116,Oslo,2021-07-22
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,31599,25694,93.0805938494168,75.6863438199599,33948,Oslo,2021-07-22
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31447,25074,90.706394761891,72.3239781937754,34669,Oslo,2021-07-22
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24356,23476,93.6841295484268,90.299253788753,25998,Oslo,2021-07-22
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22389,21463,92.6160337552743,88.7854719947051,24174,Oslo,2021-07-22
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14665,14524,95.6933115823817,94.7732463295269,15325,Oslo,2021-07-22
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11890,11815,97.1643376644603,96.5514423469805,12237,Oslo,2021-07-22
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6988,6859,90.3893416116932,88.7207347044367,7731,Oslo,2021-07-22
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3281,3230,90.5853119823302,89.1772501380453,3622,Oslo,2021-07-22
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,48995,16102,53.8252806890339,17.6894513655439,91026,Rogaland,2021-07-22
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,42544,8329,43.7826100379743,8.5714873779214,97171,Rogaland,2021-07-22
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,27677,9443,87.1304895325043,29.7276877065953,31765,Rogaland,2021-07-22
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,27941,6988,82.3222651070976,20.5886685719336,33941,Rogaland,2021-07-22
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25025,13166,93.6809792984689,49.286864073672,26713,Rogaland,2021-07-22
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,25602,11899,91.0358069907193,42.3105643067952,28123,Rogaland,2021-07-22
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20097,19509,95.5907534246575,92.7939497716895,21024,Rogaland,2021-07-22
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20313,19785,95.7573186253712,93.268278885589,21213,Rogaland,2021-07-22
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12178,11916,97.8781546375181,95.7723838611156,12442,Rogaland,2021-07-22
