granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,546570,503900,307152,78.4,72.3,44.1,697010,Oslo,2022-01-26
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,370841,341274,212513,76.8,70.7,44,482645,Rogaland,2022-01-26
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213394,198457,130659,80.4,74.7,49.2,265544,Møre og Romsdal,2022-01-26
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194879,180958,112315,81.1,75.3,46.7,240345,Nordland,2022-01-26
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994932,915115,612844,79.4,73.1,48.9,1252384,Viken,2022-01-26
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305488,284865,189325,82.4,76.9,51.1,370603,Innlandet,2022-01-26
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340920,316205,214059,80.8,75,50.7,421882,Vestfold og Telemark,2022-01-26
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244759,225732,151153,79.3,73.1,48.9,308843,Agder,2022-01-26
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504341,464239,302551,78.9,72.7,47.4,638821,Vestland,2022-01-26
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383671,356389,222436,81.4,75.6,47.2,471124,Trøndelag,2022-01-26
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192424,178514,108435,79.5,73.7,44.8,242168,Troms og Finnmark,2022-01-26
