granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505933,422670,72.6,60.6,697010,Oslo,2021-09-08
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,331916,276717,68.8,57.3,482645,Rogaland,2021-09-08
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192495,160140,72.5,60.3,265544,Møre og Romsdal,2021-09-08
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,174670,145118,72.7,60.4,240345,Nordland,2021-09-08
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,906229,783823,72.4,62.6,1252384,Viken,2021-09-08
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,279367,237011,75.4,64,370603,Innlandet,2021-09-08
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,311579,272532,73.9,64.6,421882,Vestfold og Telemark,2021-09-08
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,222668,192829,72.1,62.4,308843,Agder,2021-09-08
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,458656,391923,71.8,61.4,638821,Vestland,2021-09-08
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,349035,281747,74.1,59.8,471124,Trøndelag,2021-09-08
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172927,142580,71.4,58.9,242168,Troms og Finnmark,2021-09-08
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505926,422664,72.6,60.6,697010,Oslo,2021-09-08
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10643,8772,72,59.3,14787,Eigersund,2021-09-08
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,100307,83455,69.6,57.9,144147,Stavanger,2021-09-08
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25469,20051,68.2,53.7,37323,Haugesund,2021-09-08
