granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,545810,501717,277249,78.3,72,39.8,697010,Oslo,2022-01-19
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,370159,340065,190537,76.7,70.5,39.5,482645,Rogaland,2022-01-19
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,213094,197685,118345,80.2,74.4,44.6,265544,Møre og Romsdal,2022-01-19
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194550,180442,102257,80.9,75.1,42.5,240345,Nordland,2022-01-19
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993519,911112,563474,79.3,72.8,45,1252384,Viken,2022-01-19
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305110,283863,172838,82.3,76.6,46.6,370603,Innlandet,2022-01-19
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340511,315119,195655,80.7,74.7,46.4,421882,Vestfold og Telemark,2022-01-19
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244500,224987,140040,79.2,72.8,45.3,308843,Agder,2022-01-19
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,503512,462384,274329,78.8,72.4,42.9,638821,Vestland,2022-01-19
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,383127,355406,199089,81.3,75.4,42.3,471124,Trøndelag,2022-01-19
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192133,177987,99560,79.3,73.5,41.1,242168,Troms og Finnmark,2022-01-19
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,545801,501711,277244,78.3,72,39.8,697010,Oslo,2022-01-19
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11805,10925,7246,79.8,73.9,49,14787,Eigersund,2022-01-19
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112656,103488,54121,78.2,71.8,37.5,144147,Stavanger,2022-01-19
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28508,26169,14779,76.4,70.1,39.6,37323,Haugesund,2022-01-19
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60209,55601,32484,74.8,69.1,40.4,80450,Sandnes,2022-01-19
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2469,2287,1653,75.8,70.2,50.8,3257,Sokndal,2022-01-19
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2408,2260,1408,75.9,71.2,44.4,3174,Lund,2022-01-19
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2165,1986,1259,77.6,71.2,45.1,2791,Bjerkreim,2022-01-19
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13969,12699,7088,73.1,66.4,37.1,19120,Hå,2022-01-19
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14971,13614,6548,75.4,68.6,33,19848,Klepp,2022-01-19
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14565,13341,6886,76.2,69.8,36,19106,Time,2022-01-19
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8799,8065,4271,72.9,66.9,35.4,12064,Gjesdal,2022-01-19
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21039,19266,9649,76.6,70.2,35.1,27457,Sola,2022-01-19
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8975,8200,4403,79.3,72.5,38.9,11315,Randaberg,2022-01-19
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10240,9332,5157,78.3,71.4,39.5,13070,Strand,2022-01-19
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2002,1830,1063,77.6,70.9,41.2,2580,Hjelmeland,2022-01-19
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3028,2793,2163,79.5,73.3,56.8,3809,Suldal,2022-01-19
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3664,3393,1902,80.3,74.4,41.7,4561,Sauda,2022-01-19
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,306,84.6,79.5,60.4,507,Kvitsøy,2022-01-19
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,699,662,419,81.4,77.1,48.8,859,Bokn,2022-01-19
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8527,7733,4785,76.3,69.2,42.8,11178,Tysvær,2022-01-19
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32130,29645,19133,75.9,70,45.2,42345,Karmøy,2022-01-19
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,133,85.4,83.9,69.3,192,Utsira,2022-01-19
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6732,6207,3677,77.3,71.3,42.2,8705,Vindafjord,2022-01-19
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19679,18274,11362,81.7,75.8,47.1,24099,Kristiansund,2022-01-19
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26275,24489,14673,82.4,76.8,46,31870,Molde,2022-01-19
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52633,48643,26779,78.9,73,40.2,66670,Ålesund,2022-01-19
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2567,2438,1649,83.3,79.1,53.5,3083,Vanylven,2022-01-19
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1890,1757,1202,77.3,71.9,49.2,2445,Sande,2022-01-19
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6896,6383,3806,77.9,72.1,43,8858,Herøy,2022-01-19
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6691,6164,3704,78,71.9,43.2,8575,Ulstein,2022-01-19
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3850,3566,2066,74.9,69.4,40.2,5140,Hareid,2022-01-19
