granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542410,489007,129971,77.8,70.2,18.6,697010,Oslo,2021-12-20
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,366570,335053,101719,76,69.4,21.1,482645,Rogaland,2021-12-20
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,211507,195420,67635,79.7,73.6,25.5,265544,Møre og Romsdal,2021-12-20
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,193208,178448,63783,80.4,74.2,26.5,240345,Nordland,2021-12-20
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,986828,894807,295038,78.8,71.4,23.6,1252384,Viken,2021-12-20
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,303335,280682,106040,81.8,75.7,28.6,370603,Innlandet,2021-12-20
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,338397,311121,115588,80.2,73.7,27.4,421882,Vestfold og Telemark,2021-12-20
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,242770,222179,73085,78.6,71.9,23.7,308843,Agder,2021-12-20
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,499739,455361,151413,78.2,71.3,23.7,638821,Vestland,2021-12-20
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,380925,351745,110603,80.9,74.7,23.5,471124,Trøndelag,2021-12-20
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190905,175871,61578,78.8,72.6,25.4,242168,Troms og Finnmark,2021-12-20
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,542400,489000,129966,77.8,70.2,18.6,697010,Oslo,2021-12-20
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11686,10797,3938,79,73,26.6,14787,Eigersund,2021-12-20
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,111488,101742,27649,77.3,70.6,19.2,144147,Stavanger,2021-12-20
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28211,25688,7612,75.6,68.8,20.4,37323,Haugesund,2021-12-20
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59615,54933,16976,74.1,68.3,21.1,80450,Sandnes,2021-12-20
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2439,2251,767,74.9,69.1,23.5,3257,Sokndal,2021-12-20
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2374,2228,832,74.8,70.2,26.2,3174,Lund,2021-12-20
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2151,1972,738,77.1,70.7,26.4,2791,Bjerkreim,2021-12-20
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13815,12476,4243,72.3,65.3,22.2,19120,Hå,2021-12-20
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14805,13359,3968,74.6,67.3,20,19848,Klepp,2021-12-20
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14418,13148,4180,75.5,68.8,21.9,19106,Time,2021-12-20
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8713,7955,2003,72.2,65.9,16.6,12064,Gjesdal,2021-12-20
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20860,19004,4973,76,69.2,18.1,27457,Sola,2021-12-20
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8898,8069,2275,78.6,71.3,20.1,11315,Randaberg,2021-12-20
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10160,9252,2951,77.7,70.8,22.6,13070,Strand,2021-12-20
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1988,1802,667,77.1,69.8,25.9,2580,Hjelmeland,2021-12-20
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3001,2753,1110,78.8,72.3,29.1,3809,Suldal,2021-12-20
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3655,3372,1260,80.1,73.9,27.6,4561,Sauda,2021-12-20
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,401,157,84,79.1,31,507,Kvitsøy,2021-12-20
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,702,660,282,81.7,76.8,32.8,859,Bokn,2021-12-20
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8460,7637,2742,75.7,68.3,24.5,11178,Tysvær,2021-12-20
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31859,29249,10179,75.2,69.1,24,42345,Karmøy,2021-12-20
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,97,85.4,83.9,50.5,192,Utsira,2021-12-20
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6675,6138,2116,76.7,70.5,24.3,8705,Vindafjord,2021-12-20
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19514,18074,6817,81,75,28.3,24099,Kristiansund,2021-12-20
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26125,24216,8089,82,76,25.4,31870,Molde,2021-12-20
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52133,48003,15531,78.2,72,23.3,66670,Ålesund,2021-12-20
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2554,2412,1002,82.8,78.2,32.5,3083,Vanylven,2021-12-20
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1863,1726,827,76.2,70.6,33.8,2445,Sande,2021-12-20
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6809,6291,2132,76.9,71,24.1,8858,Herøy,2021-12-20
