granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550626,513746,358943,28558,78.7,73.4,51.3,4.1,699827,Oslo,2022-08-31
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372477,346054,253251,32757,76.7,71.2,52.1,6.7,485797,Rogaland,2022-08-31
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214453,201431,155150,17428,80.7,75.8,58.4,6.6,265848,Møre og Romsdal,2022-08-31
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195240,183276,134644,12269,81.3,76.3,56.1,5.1,240190,Nordland,2022-08-31
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001184,931107,695304,90889,78.9,73.4,54.8,7.2,1269230,Viken,2022-08-31
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306251,288204,220245,22434,82.5,77.6,59.3,6,371253,Innlandet,2022-08-31
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342197,320272,240760,29524,80.5,75.4,56.7,6.9,424832,Vestfold og Telemark,2022-08-31
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245787,228664,168916,19203,79,73.5,54.3,6.2,311134,Agder,2022-08-31
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506198,470602,352099,42992,78.9,73.4,54.9,6.7,641292,Vestland,2022-08-31
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385178,361033,271349,26299,81.2,76.1,57.2,5.5,474131,Trøndelag,2022-08-31
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192112,179988,127755,12530,79.5,74.5,52.8,5.2,241736,Troms og Finnmark,2022-08-31
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550618,513739,358939,28558,78.7,73.4,51.3,4.1,699827,Oslo,2022-08-31
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11881,11170,9239,1777,80,75.2,62.2,12,14860,Eigersund,2022-08-31
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113019,105085,76117,7913,78.1,72.6,52.6,5.5,144699,Stavanger,2022-08-31
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28710,26702,19144,1404,76.7,71.3,51.1,3.7,37444,Haugesund,2022-08-31
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60613,56460,42603,6769,74.6,69.4,52.4,8.3,81305,Sandnes,2022-08-31
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2504,2356,1803,391,76.3,71.8,55,11.9,3281,Sokndal,2022-08-31
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2420,2286,1791,220,76.1,71.9,56.4,6.9,3178,Lund,2022-08-31
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2194,2058,1531,183,78.7,73.8,54.9,6.6,2789,Bjerkreim,2022-08-31
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14067,12953,9149,1538,72.9,67.1,47.4,8,19296,Hå,2022-08-31
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15119,13929,9300,1423,75,69.1,46.1,7.1,20163,Klepp,2022-08-31
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14711,13641,9179,1876,76,70.5,47.4,9.7,19353,Time,2022-08-31
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8811,8166,6293,456,72.6,67.3,51.9,3.8,12131,Gjesdal,2022-08-31
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21204,19671,13912,681,76.9,71.4,50.5,2.5,27568,Sola,2022-08-31
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9078,8379,6032,555,79.3,73.2,52.7,4.8,11454,Randaberg,2022-08-31
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10307,9517,7148,584,77.7,71.7,53.9,4.4,13268,Strand,2022-08-31
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2029,1894,1381,196,80.1,74.7,54.5,7.7,2534,Hjelmeland,2022-08-31
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3033,2827,2388,352,80.2,74.7,63.1,9.3,3784,Suldal,2022-08-31
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3669,3412,2684,151,81.1,75.4,59.3,3.3,4525,Sauda,2022-08-31
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,430,404,344,65,82.2,77.2,65.8,12.4,523,Kvitsøy,2022-08-31
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,708,683,513,123,82.8,79.9,60,14.4,855,Bokn,2022-08-31
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8581,7836,5562,906,76.1,69.4,49.3,8,11283,Tysvær,2022-08-31
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32315,30032,22135,4653,76,70.6,52,10.9,42541,Karmøy,2022-08-31
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,171,168,155,29,91,89.4,82.4,15.4,188,Utsira,2022-08-31
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6753,6284,4798,512,77,71.6,54.7,5.8,8775,Vindafjord,2022-08-31
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19829,18933,14938,2530,82.6,78.8,62.2,10.5,24013,Kristiansund,2022-08-31
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26403,24814,19063,1552,82.5,77.5,59.6,4.8,32002,Molde,2022-08-31
