granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549618,512605,357045,8918,78.5,73.2,51,1.3,699827,Oslo,2022-07-19
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372857,346352,252285,6753,76.8,71.3,51.9,1.4,485797,Rogaland,2022-07-19
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214560,201511,154637,5363,80.7,75.8,58.2,2,265848,Møre og Romsdal,2022-07-19
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195522,183497,134194,3898,81.4,76.4,55.9,1.6,240190,Nordland,2022-07-19
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1000992,930747,692581,23763,78.9,73.3,54.6,1.9,1269230,Viken,2022-07-19
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306392,288312,219583,6792,82.5,77.7,59.1,1.8,371253,Innlandet,2022-07-19
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342300,320308,239914,8692,80.6,75.4,56.5,2,424832,Vestfold og Telemark,2022-07-19
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245443,228269,168033,5634,78.9,73.4,54,1.8,311134,Agder,2022-07-19
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506123,470414,350498,12234,78.9,73.4,54.7,1.9,641292,Vestland,2022-07-19
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385072,360844,270176,9449,81.2,76.1,57,2,474131,Trøndelag,2022-07-19
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192423,180243,127378,3466,79.6,74.6,52.7,1.4,241736,Troms og Finnmark,2022-07-19
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549610,512598,357041,8918,78.5,73.2,51,1.3,699827,Oslo,2022-07-19
