granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,80106,24916,48.4920759833892,15.082872259283,165194,Oslo,2021-07-02
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,72436,15233,43.7455083491862,9.19950478606154,165585,Oslo,2021-07-02
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,37634,17957,88.4714843199022,42.2140204052847,42538,Oslo,2021-07-02
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,38781,16775,84.0944574551132,36.3756613756614,46116,Oslo,2021-07-02
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,31246,25192,92.0407682337693,74.2076116413338,33948,Oslo,2021-07-02
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,30972,24589,89.336294672474,70.9250338919496,34669,Oslo,2021-07-02
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24196,23263,93.0686975921225,89.4799599969229,25998,Oslo,2021-07-02
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22219,21234,91.9127988748242,87.8381732439811,24174,Oslo,2021-07-02
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14597,14413,95.2495921696574,94.0489396411093,15325,Oslo,2021-07-02
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11832,11743,96.6903652856092,95.9630628421999,12237,Oslo,2021-07-02
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6982,6831,90.3117319880999,88.3585564610012,7731,Oslo,2021-07-02
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3273,3224,90.3644395361679,89.0115958034235,3622,Oslo,2021-07-02
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,28713,14714,31.5437347571024,16.1646123085712,91026,Rogaland,2021-07-02
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,19028,7098,19.5819740457544,7.30464850624158,97171,Rogaland,2021-07-02
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,25373,8746,79.877223359043,27.5334487643633,31765,Rogaland,2021-07-02
