location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,17032,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2455.96933787459,Oslo
county11,1900-01-01,3426,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,713.910629891726,Rogaland
county15,1900-01-01,1190,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,448.653661994134,Møre og Romsdal
county18,1900-01-01,931,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,385.930731444442,Nordland
county30,1900-01-01,20020,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1613.00068886893,Viken
county34,1900-01-01,3233,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,870.525196224942,Innlandet
county38,1900-01-01,3039,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,724.613491783422,Vestfold og Telemark
county42,1900-01-01,1470,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,478.467342162738,Agder
county46,1900-01-01,6226,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,978.114184540894,Vestland
county50,1900-01-01,3447,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,735.435308575598,Trøndelag
county54,1900-01-01,1208,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,496.483923866985,Troms og Finnmark
municip0301,1900-01-01,17030,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2455.68094316606,Oslo
municip1101,1900-01-01,94,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,634.663425832152,Eigersund
municip1103,1900-01-01,1343,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,935.406132029476,Stavanger
municip1106,1900-01-01,253,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,677.249243782959,Haugesund
municip1108,1900-01-01,532,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,668.871091441719,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,312.304809494066,Lund
municip1114,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,394.689630426982,Bjerkreim
