granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n
week,nation,norge,2020,80-89,female,2020,20,2020-20,2019/2020,43,2020-05-17,0
week,nation,norge,2020,80-89,female,2020,21,2020-21,2019/2020,44,2020-05-24,1
week,nation,norge,2020,80-89,female,2020,22,2020-22,2019/2020,45,2020-05-31,0
week,nation,norge,2020,80-89,female,2020,23,2020-23,2019/2020,46,2020-06-07,1
week,nation,norge,2020,80-89,female,2020,24,2020-24,2019/2020,47,2020-06-14,0
week,nation,norge,2020,80-89,female,2020,25,2020-25,2019/2020,48,2020-06-21,3
week,nation,norge,2020,80-89,female,2020,26,2020-26,2019/2020,49,2020-06-28,1
week,nation,norge,2020,80-89,male,2020,8,2020-08,2019/2020,31,2020-02-23,0
week,nation,norge,2020,80-89,male,2020,9,2020-09,2019/2020,32,2020-03-01,0
week,nation,norge,2020,80-89,male,2020,10,2020-10,2019/2020,33,2020-03-08,1
week,nation,norge,2020,80-89,male,2020,11,2020-11,2019/2020,34,2020-03-15,7
week,nation,norge,2020,80-89,male,2020,12,2020-12,2019/2020,35,2020-03-22,35
week,nation,norge,2020,80-89,male,2020,13,2020-13,2019/2020,36,2020-03-29,46
week,nation,norge,2020,80-89,male,2020,14,2020-14,2019/2020,37,2020-04-05,31
week,nation,norge,2020,80-89,male,2020,15,2020-15,2019/2020,38,2020-04-12,18
week,nation,norge,2020,80-89,male,2020,16,2020-16,2019/2020,39,2020-04-19,5
week,nation,norge,2020,80-89,male,2020,17,2020-17,2019/2020,40,2020-04-26,5
week,nation,norge,2020,80-89,male,2020,18,2020-18,2019/2020,41,2020-05-03,5
week,nation,norge,2020,80-89,male,2020,19,2020-19,2019/2020,42,2020-05-10,0
week,nation,norge,2020,80-89,male,2020,20,2020-20,2019/2020,43,2020-05-17,1
week,nation,norge,2020,80-89,male,2020,21,2020-21,2019/2020,44,2020-05-24,2
week,nation,norge,2020,80-89,male,2020,22,2020-22,2019/2020,45,2020-05-31,0
week,nation,norge,2020,80-89,male,2020,23,2020-23,2019/2020,46,2020-06-07,0
week,nation,norge,2020,80-89,male,2020,24,2020-24,2019/2020,47,2020-06-14,0
week,nation,norge,2020,80-89,male,2020,25,2020-25,2019/2020,48,2020-06-21,0
week,nation,norge,2020,80-89,male,2020,26,2020-26,2019/2020,49,2020-06-28,0
week,nation,norge,2020,90+,female,2020,8,2020-08,2019/2020,31,2020-02-23,0
week,nation,norge,2020,90+,female,2020,9,2020-09,2019/2020,32,2020-03-01,0
week,nation,norge,2020,90+,female,2020,10,2020-10,2019/2020,33,2020-03-08,0
week,nation,norge,2020,90+,female,2020,11,2020-11,2019/2020,34,2020-03-15,2
week,nation,norge,2020,90+,female,2020,12,2020-12,2019/2020,35,2020-03-22,8
week,nation,norge,2020,90+,female,2020,13,2020-13,2019/2020,36,2020-03-29,23
week,nation,norge,2020,90+,female,2020,14,2020-14,2019/2020,37,2020-04-05,17
week,nation,norge,2020,90+,female,2020,15,2020-15,2019/2020,38,2020-04-12,13
week,nation,norge,2020,90+,female,2020,16,2020-16,2019/2020,39,2020-04-19,7
week,nation,norge,2020,90+,female,2020,17,2020-17,2019/2020,40,2020-04-26,5
week,nation,norge,2020,90+,female,2020,18,2020-18,2019/2020,41,2020-05-03,1
week,nation,norge,2020,90+,female,2020,19,2020-19,2019/2020,42,2020-05-10,0
week,nation,norge,2020,90+,female,2020,20,2020-20,2019/2020,43,2020-05-17,2
week,nation,norge,2020,90+,female,2020,21,2020-21,2019/2020,44,2020-05-24,1
week,nation,norge,2020,90+,female,2020,22,2020-22,2019/2020,45,2020-05-31,0
week,nation,norge,2020,90+,female,2020,23,2020-23,2019/2020,46,2020-06-07,0
week,nation,norge,2020,90+,female,2020,24,2020-24,2019/2020,47,2020-06-14,0
week,nation,norge,2020,90+,female,2020,25,2020-25,2019/2020,48,2020-06-21,2
week,nation,norge,2020,90+,female,2020,26,2020-26,2019/2020,49,2020-06-28,1
week,nation,norge,2020,90+,male,2020,8,2020-08,2019/2020,31,2020-02-23,0
week,nation,norge,2020,90+,male,2020,9,2020-09,2019/2020,32,2020-03-01,0
week,nation,norge,2020,90+,male,2020,10,2020-10,2019/2020,33,2020-03-08,1
week,nation,norge,2020,90+,male,2020,11,2020-11,2019/2020,34,2020-03-15,2
week,nation,norge,2020,90+,male,2020,12,2020-12,2019/2020,35,2020-03-22,6
week,nation,norge,2020,90+,male,2020,13,2020-13,2019/2020,36,2020-03-29,12
week,nation,norge,2020,90+,male,2020,14,2020-14,2019/2020,37,2020-04-05,8
week,nation,norge,2020,90+,male,2020,15,2020-15,2019/2020,38,2020-04-12,4
week,nation,norge,2020,90+,male,2020,16,2020-16,2019/2020,39,2020-04-19,5
week,nation,norge,2020,90+,male,2020,17,2020-17,2019/2020,40,2020-04-26,2
week,nation,norge,2020,90+,male,2020,18,2020-18,2019/2020,41,2020-05-03,1
week,nation,norge,2020,90+,male,2020,19,2020-19,2019/2020,42,2020-05-10,0
week,nation,norge,2020,90+,male,2020,20,2020-20,2019/2020,43,2020-05-17,0
week,nation,norge,2020,90+,male,2020,21,2020-21,2019/2020,44,2020-05-24,0
week,nation,norge,2020,90+,male,2020,22,2020-22,2019/2020,45,2020-05-31,1
week,nation,norge,2020,90+,male,2020,23,2020-23,2019/2020,46,2020-06-07,0
week,nation,norge,2020,90+,male,2020,24,2020-24,2019/2020,47,2020-06-14,0
week,nation,norge,2020,90+,male,2020,25,2020-25,2019/2020,48,2020-06-21,1
week,nation,norge,2020,90+,male,2020,26,2020-26,2019/2020,49,2020-06-28,0
