granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,39,11,1.1890243902439,0.335365853658537,3280,Sokndal
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,49,13,1.53029356652092,0.405996252342286,3202,Lund
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,49,12,1.75816289917474,0.430570505920344,2787,Bjerkreim
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,208,53,1.09525564741193,0.279079564004002,18991,Hå
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,227,41,1.1588727792526,0.209311823565448,19588,Klepp
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,256,54,1.3533516599704,0.285472615775005,18916,Time
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,135,25,1.12481253124479,0.208298616897184,12002,Gjesdal
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,345,63,1.27057783670313,0.232018561484919,27153,Sola
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,167,29,1.4882809018804,0.258443988949292,11221,Randaberg
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,148,23,1.14127082048118,0.177359654534238,12968,Strand
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,46,10,1.78710178710179,0.388500388500388,2574,Hjelmeland
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,67,0,1.76130389064143,0,3804,Suldal
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,56,12,1.21871599564744,0.261153427638738,4595,Sauda
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,5,4.25531914893617,0.967117988394584,517,Kvitsøy
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14,0,1.64319248826291,0,852,Bokn
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,172,21,1.55445097153186,0.189787618617262,11065,Tysvær
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,676,109,1.60242734556488,0.258379557199071,42186,Karmøy
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,25,6,12.6262626262626,3.03030303030303,198,Utsira
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,112,26,1.28528804223089,0.298370438375029,8714,Vindafjord
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,573,125,2.36982505479962,0.516977542495554,24179,Kristiansund
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,601,47,1.88006381581005,0.147026621203116,31967,Molde
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1124,118,1.69639892541278,0.178091702134082,66258,Ålesund
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,67,0,2.14950272698107,0,3117,Vanylven
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,31,11,1.2596505485575,0.446972775294596,2461,Sande
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,159,36,1.78651685393258,0.404494382022472,8900,Herøy
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,119,27,1.38840275347101,0.315015750787539,8571,Ulstein
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,83,21,1.60386473429952,0.405797101449275,5175,Hareid
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,206,20,1.90300230946882,0.184757505773672,10825,Ørsta
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,62,21,1.37077161176211,0.464293610435552,4523,Stranda
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,139,31,1.82295081967213,0.40655737704918,7625,Sykkylven
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,154,34,1.65413533834586,0.365198711063373,9310,Sula
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,136,27,1.60718506263295,0.319073505081541,8462,Giske
total,municip,municip1535,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,124,13,1.89834660134721,0.199020208205756,6532,Vestnes
total,municip,municip1539,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,131,31,1.75415104445635,0.415104445634708,7468,Rauma
total,municip,municip1547,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70,14,1.99487033342833,0.398974066685665,3509,Aukra
total,municip,municip1554,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,106,1,1.83137525915688,0.0172771250863856,5788,Averøy
total,municip,municip1557,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,53,8,2.01597565614302,0.304298212248003,2629,Gjemnes
total,municip,municip1560,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,76,21,2.51239669421488,0.694214876033058,3025,Tingvoll
total,municip,municip1563,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,143,35,2.03240477544059,0.49744172825469,7036,Sunndal
total,municip,municip1566,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,91,32,1.53716216216216,0.540540540540541,5920,Surnadal
total,municip,municip1573,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42,10,1.95348837209302,0.465116279069768,2150,Smøla
total,municip,municip1576,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,77,11,2.19560878243513,0.313658397490733,3507,Aure
total,municip,municip1577,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,238,20,2.27251026448964,0.190967249116776,10473,Volda
total,municip,municip1578,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,58,12,2.27540211847783,0.470772852098862,2549,Fjord
total,municip,municip1579,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,244,54,1.83748776263273,0.406657127795768,13279,Hustadvika
total,municip,municip1804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1187,134,2.26712760471379,0.255935214011498,52357,Bodø
total,municip,municip1806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,405,61,1.85397116044862,0.279240100709545,21845,Narvik
total,municip,municip1811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,43,11,3.01542776998598,0.771388499298738,1426,Bindal
total,municip,municip1812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,0,1.92405063291139,0,1975,Sømna
total,municip,municip1813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,154,0,1.94518125552608,0,7917,Brønnøy
total,municip,municip1815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,32,6,2.66666666666667,0.5,1200,Vega
total,municip,municip1816,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18,0,3.8961038961039,0,462,Vevelstad
total,municip,municip1818,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,32,11,1.80078784468205,0.619020821609454,1777,Herøy
total,municip,municip1820,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,178,39,2.39022425137639,0.523700819121794,7447,Alstahaug
total,municip,municip1822,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,62,12,2.7027027027027,0.523103748910201,2294,Leirfjord
total,municip,municip1824,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,312,60,2.34975146859467,0.451875282422052,13278,Vefsn
total,municip,municip1825,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42,12,2.83400809716599,0.809716599190283,1482,Grane
total,municip,municip1826,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,43,11,3.31534309946029,0.848111025443331,1297,Hattfjelldal
total,municip,municip1827,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,44,10,3.20933625091174,0.729394602479942,1371,Dønna
total,municip,municip1828,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41,1,2.328222600795,0.056785917092561,1761,Nesna
total,municip,municip1832,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,86,15,1.930848675348,0.336775931746744,4454,Hemnes
total,municip,municip1833,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,496,96,1.89428658722884,0.366636113657195,26184,Rana
total,municip,municip1834,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,54,0,2.85714285714286,0,1890,Lurøy
total,municip,municip1835,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,6,5.51724137931035,1.37931034482759,435,Træna
total,municip,municip1836,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,6,1.81368507831822,0.494641384995878,1213,Rødøy
total,municip,municip1837,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,132,0,2.09923664122137,0,6288,Meløy
total,municip,municip1838,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,56,12,2.87179487179487,0.615384615384615,1950,Gildeskål
total,municip,municip1839,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,31,6,3.04818092428712,0.589970501474926,1017,Beiarn
total,municip,municip1840,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,123,0,2.63326910725755,0,4671,Saltdal
total,municip,municip1841,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,157,44,1.61207516172092,0.451791765068282,9739,Fauske
total,municip,municip1845,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,48,12,2.49221183800623,0.623052959501558,1926,Sørfold
total,municip,municip1848,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,68,16,2.60736196319018,0.613496932515337,2608,Steigen
total,municip,municip1851,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,20,0,0.983284169124877,0,2034,Lødingen
total,municip,municip1853,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,44,13,3.26409495548961,0.964391691394659,1348,Evenes
total,municip,municip1856,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22,3,4.41767068273092,0.602409638554217,498,Røst
total,municip,municip1857,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,2,3.2967032967033,0.274725274725275,728,Værøy
total,municip,municip1859,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,7,2.9874213836478,0.550314465408805,1272,Flakstad
total,municip,municip1860,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,298,40,2.60648998513076,0.34986442753433,11433,Vestvågøy
total,municip,municip1865,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,188,31,1.95670274771024,0.322647793505412,9608,Vågan
total,municip,municip1866,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,195,0,2.41905470785262,0,8061,Hadsel
total,municip,municip1867,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,66,15,2.56909303230829,0.583884780070066,2569,Bø
total,municip,municip1868,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,93,20,2.10884353741497,0.453514739229025,4410,Øksnes
total,municip,municip1870,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,201,1,1.9023282226008,0.00946431951542684,10566,Sortland
total,municip,municip1871,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,105,25,2.25176924726571,0.536135535063264,4663,Andøy
total,municip,municip1874,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24,6,2.36453201970443,0.591133004926109,1015,Moskenes
total,municip,municip1875,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,62,13,2.24150397686189,0.46999276934201,2766,Hamarøy
total,municip,municip3001,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,480,125,1.52997800656616,0.39843177254327,31373,Halden
total,municip,municip3002,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,827,131,1.67840399407383,0.265865687090293,49273,Moss
total,municip,municip3003,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1552,495,2.73566946344215,0.872523443559191,56732,Sarpsborg
total,municip,municip3004,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2213,761,2.68616859865267,0.923711840747709,82385,Fredrikstad
total,municip,municip3005,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1798,221,1.77342039334819,0.217978813642909,101386,Drammen
total,municip,municip3006,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,437,47,1.5763084803232,0.169534321682358,27723,Kongsberg
total,municip,municip3007,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,410,2,1.33807643353676,0.00652720211481348,30641,Ringerike
total,municip,municip3011,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,156,55,3.34190231362468,1.17823479005998,4668,Hvaler
total,municip,municip3012,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27,6,2.0377358490566,0.452830188679245,1325,Aremark
total,municip,municip3013,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,85,6,2.3643949930459,0.166898470097357,3595,Marker
total,municip,municip3014,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,606,102,1.35292016431506,0.227719235577782,44792,Indre Østfold
total,municip,municip3015,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,53,10,1.39290407358739,0.26281208935611,3805,Skiptvet
total,municip,municip3016,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,95,28,1.15081768625076,0.339188370684434,8255,Rakkestad
total,municip,municip3017,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,163,35,2.17101758124667,0.466169419286095,7508,Råde
total,municip,municip3018,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,93,14,1.62133891213389,0.244072524407252,5736,Våler
total,municip,municip3019,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,309,52,1.71267043565015,0.288216383992905,18042,Vestby
total,municip,municip3020,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,950,195,1.60234786128728,0.328902982053704,59288,Nordre Follo
total,municip,municip3021,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,260,49,1.27207789030775,0.239737756250306,20439,Ås
total,municip,municip3022,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,269,2,1.694274737041,0.0125968381936134,15877,Frogn
total,municip,municip3023,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,296,7,1.5089722675367,0.0356851549755302,19616,Nesodden
total,municip,municip3024,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1649,321,1.29099435532486,0.251309392394955,127731,Bærum
total,municip,municip3025,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1416,219,1.49934879977976,0.231890810135428,94441,Asker
total,municip,municip3026,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,346,2,1.98964922369178,0.0115008625646924,17390,Aurskog-Høland
total,municip,municip3027,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,330,5,1.78089584457636,0.0269832703723691,18530,Rælingen
total,municip,municip3028,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,165,32,1.48514851485149,0.288028802880288,11110,Enebakk
total,municip,municip3029,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,831,108,2.00434153400868,0.260492040520984,41460,Lørenskog
total,municip,municip3030,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1249,214,1.45261272577137,0.248886407778282,85983,Lillestrøm
total,municip,municip3031,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,393,3,1.62068538908821,0.0123716441915131,24249,Nittedal
total,municip,municip3032,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,124,0,1.79970972423803,0,6890,Gjerdrum
total,municip,municip3033,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,501,24,1.26435331230284,0.0605678233438486,39625,Ullensaker
total,municip,municip3034,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,362,3,1.56764247358393,0.0129915122120215,23092,Nes
total,municip,municip3035,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,305,50,1.1990879069036,0.196571788016984,25436,Eidsvoll
total,municip,municip3036,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,132,16,0.933587948228305,0.113162175542825,14139,Nannestad
total,municip,municip3037,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42,0,1.47161878065872,0,2854,Hurdal
total,municip,municip3038,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,129,18,1.89733784380056,0.264744815414032,6799,Hole
total,municip,municip3039,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23,6,2.19047619047619,0.571428571428571,1050,Flå
total,municip,municip3040,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69,13,2.10815765352887,0.397189123128628,3273,Nesbyen
total,municip,municip3041,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,77,15,1.67100694444444,0.325520833333333,4608,Gol
total,municip,municip3042,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,43,6,1.72968624296058,0.241351568785197,2486,Hemsedal
total,municip,municip3043,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,79,0,1.69020111253744,0,4674,Ål
total,municip,municip3044,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,85,16,1.91398333708624,0.360279216392704,4441,Hol
total,municip,municip3045,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,74,18,2.13441015286992,0.519180847995385,3467,Sigdal
total,municip,municip3046,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41,7,1.85352622061483,0.316455696202532,2212,Krødsherad
total,municip,municip3047,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,199,50,1.40984767977329,0.354233085370174,14115,Modum
total,municip,municip3048,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,259,50,1.33347062760645,0.257426762086187,19423,Øvre Eiker
total,municip,municip3049,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,436,56,1.62619820223043,0.208869493864459,26811,Lier
total,municip,municip3050,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,50,12,1.86011904761905,0.446428571428571,2688,Flesberg
total,municip,municip3051,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33,6,2.37410071942446,0.431654676258993,1390,Rollag
total,municip,municip3052,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,56,10,2.2960229602296,0.410004100041,2439,Nore og Uvdal
total,municip,municip3053,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,99,30,1.44483362521891,0.437828371278459,6852,Jevnaker
total,municip,municip3054,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,172,40,1.90097259062776,0.442086648983201,9048,Lunner
total,municip,municip3401,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,464,0,2.60250154243087,0,17829,Kongsvinger
total,municip,municip3403,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1186,330,3.78080270330581,1.05199400682202,31369,Hamar
total,municip,municip3405,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,675,121,2.38137237608044,0.426883048156641,28345,Lillehammer
total,municip,municip3407,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,641,120,2.09751308900524,0.392670157068063,30560,Gjøvik
total,municip,municip3411,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1027,402,2.9538656235619,1.15623561895996,34768,Ringsaker
total,municip,municip3412,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,140,29,1.82434193380245,0.377899400573365,7674,Løten
total,municip,municip3413,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,471,185,2.23604253703,0.878275731105203,21064,Stange
total,municip,municip3414,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,116,21,2.31259968102073,0.41866028708134,5016,Nord-Odal
total,municip,municip3415,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,143,26,1.808981657179,0.328905755850727,7905,Sør-Odal
total,municip,municip3416,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134,31,2.19456272518834,0.507697346871929,6106,Eidskog
total,municip,municip3417,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,91,0,1.97311361665221,0,4612,Grue
total,municip,municip3418,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,162,40,2.24906289046231,0.55532417048452,7203,Åsnes
total,municip,municip3419,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,96,21,2.62151829601311,0.573457127252867,3662,Våler
total,municip,municip3420,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,479,1,2.2536934224146,0.00470499670650231,21254,Elverum
total,municip,municip3421,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,139,11,2.09748000603591,0.165987626376943,6627,Trysil
total,municip,municip3422,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,83,0,1.90541781450872,0,4356,Åmot
total,municip,municip3423,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,11,2.68706076891277,0.454733360892931,2419,Stor-Elvdal
total,municip,municip3424,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,53,14,2.97752808988764,0.786516853932584,1780,Rendalen
total,municip,municip3425,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,38,6,2.99684542586751,0.473186119873817,1268,Engerdal
total,municip,municip3426,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30,5,1.92061459667093,0.320102432778489,1562,Tolga
total,municip,municip3427,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,142,32,2.54571531014701,0.57368232341341,5578,Tynset
total,municip,municip3428,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,47,12,1.93256578947368,0.493421052631579,2432,Alvdal
total,municip,municip3429,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26,0,1.68284789644013,0,1545,Folldal
total,municip,municip3430,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42,12,2.22104706504495,0.634584875727129,1891,Os
total,municip,municip3431,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,66,16,2.58519388954172,0.626713670191931,2553,Dovre
total,municip,municip3432,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41,9,2.07594936708861,0.455696202531646,1975,Lesja
total,municip,municip3433,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,43,11,1.95721438324989,0.500682749203459,2197,Skjåk
total,municip,municip3434,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,57,0,2.55834829443447,0,2228,Lom
total,municip,municip3435,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,83,17,2.3249299719888,0.476190476190476,3570,Vågå
total,municip,municip3436,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,119,18,2.07932902323956,0.314520356456404,5723,Nord-Fron
total,municip,municip3437,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,103,31,1.7947377591915,0.540163791601324,5739,Sel
total,municip,municip3438,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,18,2.08400128246233,0.577108047451106,3119,Sør-Fron
total,municip,municip3439,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,93,18,2.11748633879781,0.409836065573771,4392,Ringebu
total,municip,municip3440,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,110,19,2.15686274509804,0.372549019607843,5100,Øyer
total,municip,municip3441,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,137,26,2.24369472649853,0.425810678021618,6106,Gausdal
total,municip,municip3442,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,313,0,2.09042943965805,0,14973,Østre-Toten
total,municip,municip3443,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,264,29,1.9661875325836,0.215982721382289,13427,Vestre-Toten
total,municip,municip3446,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,230,65,1.68745414526779,0.476889214966985,13630,Gran
total,municip,municip3447,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,127,15,2.26099341285384,0.267046466085099,5617,Søndre Land
total,municip,municip3448,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134,35,2.02020202020202,0.527664706769184,6633,Nordre Land
total,municip,municip3449,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,62,16,2.0988490182803,0.541638456330399,2954,Sør-Aurdal
total,municip,municip3450,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23,5,1.7982799061767,0.390930414386239,1279,Etnedal
total,municip,municip3451,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,151,18,2.35459223452362,0.280679869016061,6413,Nord-Aurdal
total,municip,municip3452,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,39,6,1.83529411764706,0.282352941176471,2125,Vestre-Slidre
