granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5022,2374,3.05383431945466,1.44360865678721,164449,Oslo,2021-02-26
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2202,1150,1.329766354858,0.694473800221024,165593,Oslo,2021-02-26
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,1584,736,3.75934496262015,1.74676634626795,42135,Oslo,2021-02-26
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,822,452,1.79621091274611,0.987697484867688,45763,Oslo,2021-02-26
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,1739,746,5.19833796669955,2.2299943203898,33453,Oslo,2021-02-26
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,923,362,2.70745944677481,1.06186383502977,34091,Oslo,2021-02-26
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,1247,653,4.78511128165771,2.50575594781274,26060,Oslo,2021-02-26
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,919,529,3.82152361942781,2.19976713240186,24048,Oslo,2021-02-26
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7237,2990,49.9585806986056,20.6406185282342,14486,Oslo,2021-02-26
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5501,2125,48.4115110446185,18.7010472586465,11363,Oslo,2021-02-26
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6381,5404,81.8286740189792,69.2998204667864,7798,Oslo,2021-02-26
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3033,2582,83.6689655172414,71.2275862068966,3625,Oslo,2021-02-26
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,2885,1213,3.16018928274109,1.3287035008544,91292,Rogaland,2021-02-26
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,792,436,0.815116709892553,0.44872586554691,97164,Rogaland,2021-02-26
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,1374,580,4.34823886831862,1.83550112345327,31599,Rogaland,2021-02-26
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,387,210,1.14537705694329,0.621522434000237,33788,Rogaland,2021-02-26
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,1190,501,4.51373084509179,1.90031861629495,26364,Rogaland,2021-02-26
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,279,170,1.01043024771838,0.615674344487904,27612,Rogaland,2021-02-26
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,390,230,1.89421535771529,1.11710136480645,20589,Rogaland,2021-02-26
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,334,246,1.60925078294387,1.18525656468321,20755,Rogaland,2021-02-26
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,3953,947,33.3473932849671,7.98886451830606,11854,Rogaland,2021-02-26
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,3116,625,31.0513203786746,6.22820129546587,10035,Rogaland,2021-02-26
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4943,3792,87.0706358992426,66.7958428747578,5677,Rogaland,2021-02-26
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2847,2120,93.0696305982347,69.3036940176528,3059,Rogaland,2021-02-26
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,2208,690,4.89557004123986,1.52986563788746,45102,Møre og Romsdal,2021-02-26
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,553,226,1.11512169546894,0.455727853844448,49591,Møre og Romsdal,2021-02-26
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,1270,378,7.35294117647059,2.18851320055581,17272,Møre og Romsdal,2021-02-26
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,295,143,1.56374238006891,0.75801749271137,18865,Møre og Romsdal,2021-02-26
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,1174,388,7.31054237499222,2.41609066567034,16059,Møre og Romsdal,2021-02-26
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,267,155,1.57661647475642,0.915264245645114,16935,Møre og Romsdal,2021-02-26
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,343,223,2.35803657362849,1.53306750996838,14546,Møre og Romsdal,2021-02-26
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,227,164,1.51677134838968,1.09581718562074,14966,Møre og Romsdal,2021-02-26
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,2262,593,26.9638812730957,7.06878054595303,8389,Møre og Romsdal,2021-02-26
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,1739,385,23.7244201909959,5.25238744884038,7330,Møre og Romsdal,2021-02-26
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,3819,2569,82.50162022035,55.4979477208901,4629,Møre og Romsdal,2021-02-26
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2161,1338,86.1299322439219,53.3280191311279,2509,Møre og Romsdal,2021-02-26
total,county,county18,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,2075,750,5.13626574915221,1.85648159607911,40399,Nordland,2021-02-26
