granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547510,506214,329226,78.6,72.6,47.2,697010,Oslo,2022-02-08
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371722,343029,235051,77,71.1,48.7,482645,Rogaland,2022-02-08
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214208,200124,144834,80.7,75.4,54.5,265544,Møre og Romsdal,2022-02-08
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195503,182360,124634,81.3,75.9,51.9,240345,Nordland,2022-02-08
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993484,917626,652614,79.3,73.3,52.1,1252384,Viken,2022-02-08
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305505,285895,207593,82.4,77.1,56,370603,Innlandet,2022-02-08
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340760,317112,227880,80.8,75.2,54,421882,Vestfold og Telemark,2022-02-08
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244672,226313,159936,79.2,73.3,51.8,308843,Agder,2022-02-08
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504151,465874,329953,78.9,72.9,51.7,638821,Vestland,2022-02-08
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384191,358098,250057,81.5,76,53.1,471124,Trøndelag,2022-02-08
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192429,179130,118298,79.5,74,48.8,242168,Troms og Finnmark,2022-02-08
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547501,506207,329221,78.5,72.6,47.2,697010,Oslo,2022-02-08
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11842,11067,8855,80.1,74.8,59.9,14787,Eigersund,2022-02-08
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113094,104336,69228,78.5,72.4,48,144147,Stavanger,2022-02-08
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28640,26440,17428,76.7,70.8,46.7,37323,Haugesund,2022-02-08
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60306,55796,40444,75,69.4,50.3,80450,Sandnes,2022-02-08
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2478,2319,1729,76.1,71.2,53.1,3257,Sokndal,2022-02-08
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1738,76.3,71.7,54.8,3174,Lund,2022-02-08
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2181,2039,1458,78.1,73.1,52.2,2791,Bjerkreim,2022-02-08
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14018,12848,8678,73.3,67.2,45.4,19120,Hå,2022-02-08
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15042,13762,8512,75.8,69.3,42.9,19848,Klepp,2022-02-08
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14647,13490,8457,76.7,70.6,44.3,19106,Time,2022-02-08
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8843,8146,5667,73.3,67.5,47,12064,Gjesdal,2022-02-08
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21145,19447,12659,77,70.8,46.1,27457,Sola,2022-02-08
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9038,8271,5551,79.9,73.1,49.1,11315,Randaberg,2022-02-08
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10285,9416,6714,78.7,72,51.4,13070,Strand,2022-02-08
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1882,1327,78.3,72.9,51.4,2580,Hjelmeland,2022-02-08
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3043,2822,2325,79.9,74.1,61,3809,Suldal,2022-02-08
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3669,3404,2539,80.4,74.6,55.7,4561,Sauda,2022-02-08
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,429,403,327,84.6,79.5,64.5,507,Kvitsøy,2022-02-08
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,700,676,475,81.5,78.7,55.3,859,Bokn,2022-02-08
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8556,7770,5236,76.5,69.5,46.8,11178,Tysvær,2022-02-08
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32223,29846,21123,76.1,70.5,49.9,42345,Karmøy,2022-02-08
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,160,145,84.9,83.3,75.5,192,Utsira,2022-02-08
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6746,6236,4386,77.5,71.6,50.4,8705,Vindafjord,2022-02-08
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19800,18817,14291,82.2,78.1,59.3,24099,Kristiansund,2022-02-08
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26383,24680,17647,82.8,77.4,55.4,31870,Molde,2022-02-08
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52729,48892,32536,79.1,73.3,48.8,66670,Ålesund,2022-02-08
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2575,2468,1854,83.5,80.1,60.1,3083,Vanylven,2022-02-08
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1890,1766,1315,77.3,72.2,53.8,2445,Sande,2022-02-08
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6929,6447,4470,78.2,72.8,50.5,8858,Herøy,2022-02-08
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6723,6224,4662,78.4,72.6,54.4,8575,Ulstein,2022-02-08
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3873,3608,2668,75.4,70.2,51.9,5140,Hareid,2022-02-08
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8682,8073,6387,80.2,74.5,59,10830,Ørsta,2022-02-08
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3652,3397,2652,81.5,75.8,59.2,4482,Stranda,2022-02-08
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6216,5807,4471,81.8,76.4,58.9,7596,Sykkylven,2022-02-08
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7392,6817,5277,78.6,72.5,56.1,9409,Sula,2022-02-08
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6593,6063,4125,77.5,71.3,48.5,8506,Giske,2022-02-08
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5612,5260,3517,80.7,75.6,50.5,6958,Vestnes,2022-02-08
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5663,5254,3388,80.6,74.8,48.2,7026,Rauma,2022-02-08
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2881,2772,1966,81.8,78.7,55.8,3522,Aukra,2022-02-08
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4769,4475,2915,82.1,77,50.2,5808,Averøy,2022-02-08
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2129,1992,1572,80.1,74.9,59.1,2658,Gjemnes,2022-02-08
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2487,2357,1968,83.3,79,65.9,2985,Tingvoll,2022-02-08
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5964,5638,4642,85.7,81.1,66.7,6956,Sunndal,2022-02-08
