granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,501021,404760,71.9,58.1,697010,Oslo,2021-09-02
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,328732,259847,68.1,53.8,482645,Rogaland,2021-09-02
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191072,150350,72,56.6,265544,Møre og Romsdal,2021-09-02
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173210,137897,72.1,57.4,240345,Nordland,2021-09-02
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,898288,754936,71.7,60.3,1252384,Viken,2021-09-02
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,277756,225793,74.9,60.9,370603,Innlandet,2021-09-02
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,309722,264400,73.4,62.7,421882,Vestfold og Telemark,2021-09-02
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,220395,184010,71.4,59.6,308843,Agder,2021-09-02
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,454886,376877,71.2,59,638821,Vestland,2021-09-02
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,344933,264880,73.2,56.2,471124,Trøndelag,2021-09-02
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,171106,135444,70.7,55.9,242168,Troms og Finnmark,2021-09-02
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,501014,404754,71.9,58.1,697010,Oslo,2021-09-02
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10634,8737,71.9,59.1,14787,Eigersund,2021-09-02
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,99499,76665,69,53.2,144147,Stavanger,2021-09-02
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25168,18550,67.4,49.7,37323,Haugesund,2021-09-02
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,53521,42773,66.5,53.2,80450,Sandnes,2021-09-02
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2255,2072,69.2,63.6,3257,Sokndal,2021-09-02
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2217,1980,69.8,62.4,3174,Lund,2021-09-02
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1956,1740,70.1,62.3,2791,Bjerkreim,2021-09-02
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12320,10805,64.4,56.5,19120,Hå,2021-09-02
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13262,9787,66.8,49.3,19848,Klepp,2021-09-02
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12996,9418,68,49.3,19106,Time,2021-09-02
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7740,5762,64.2,47.8,12064,Gjesdal,2021-09-02
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18582,14609,67.7,53.2,27457,Sola,2021-09-02
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7810,5858,69,51.8,11315,Randaberg,2021-09-02
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9000,7563,68.9,57.9,13070,Strand,2021-09-02
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1838,1596,71.2,61.9,2580,Hjelmeland,2021-09-02
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2774,2416,72.8,63.4,3809,Suldal,2021-09-02
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3363,2214,73.7,48.5,4561,Sauda,2021-09-02
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,395,349,77.9,68.8,507,Kvitsøy,2021-09-02
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,642,568,74.7,66.1,859,Bokn,2021-09-02
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7631,6406,68.3,57.3,11178,Tysvær,2021-09-02
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28995,25380,68.5,59.9,42345,Karmøy,2021-09-02
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,157,148,81.8,77.1,192,Utsira,2021-09-02
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5969,4444,68.6,51.1,8705,Vindafjord,2021-09-02
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18091,15314,75.1,63.5,24099,Kristiansund,2021-09-02
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24040,18041,75.4,56.6,31870,Molde,2021-09-02
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46301,35186,69.4,52.8,66670,Ålesund,2021-09-02
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2362,2092,76.6,67.9,3083,Vanylven,2021-09-02
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1713,1410,70.1,57.7,2445,Sande,2021-09-02
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6151,4498,69.4,50.8,8858,Herøy,2021-09-02
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5876,4324,68.5,50.4,8575,Ulstein,2021-09-02
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3405,2937,66.2,57.1,5140,Hareid,2021-09-02
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7735,6128,71.4,56.6,10830,Ørsta,2021-09-02
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3243,2133,72.4,47.6,4482,Stranda,2021-09-02
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5658,5081,74.5,66.9,7596,Sykkylven,2021-09-02
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6487,5992,68.9,63.7,9409,Sula,2021-09-02
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5860,4887,68.9,57.5,8506,Giske,2021-09-02
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5030,4293,72.3,61.7,6958,Vestnes,2021-09-02
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4962,3315,70.6,47.2,7026,Rauma,2021-09-02
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2507,2345,71.2,66.6,3522,Aukra,2021-09-02
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4247,2587,73.1,44.5,5808,Averøy,2021-09-02
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1916,1738,72.1,65.4,2658,Gjemnes,2021-09-02
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2286,2084,76.6,69.8,2985,Tingvoll,2021-09-02
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5499,3733,79.1,53.7,6956,Sunndal,2021-09-02
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4520,3718,77,63.3,5872,Surnadal,2021-09-02
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1562,1257,73.4,59.1,2128,Smøla,2021-09-02
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2547,1874,73.4,54,3468,Aure,2021-09-02
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7844,5951,72.8,55.2,10781,Volda,2021-09-02
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1920,1780,76.7,71.1,2502,Fjord,2021-09-02
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9311,7652,69.9,57.5,13317,Hustadvika,2021-09-02
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,37799,29973,71.9,57,52560,Bodø,2021-09-02
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15450,12227,71.3,56.4,21661,Narvik,2021-09-02
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1019,711,72.9,50.9,1397,Bindal,2021-09-02
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1479,994,74.3,49.9,1990,Sømna,2021-09-02
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5843,4639,74.9,59.5,7803,Brønnøy,2021-09-02
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,899,737,76.1,62.4,1182,Vega,2021-09-02
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,344,247,74,53.1,465,Vevelstad,2021-09-02
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1244,916,69.4,51.1,1793,Herøy,2021-09-02
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5317,4320,71.9,58.4,7394,Alstahaug,2021-09-02
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1589,1202,69.8,52.8,2278,Leirfjord,2021-09-02
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9759,7861,73.6,59.2,13268,Vefsn,2021-09-02
