granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549712,512516,355908,4553,78.5,73.2,50.9,0.7,699827,Oslo,2022-06-30
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372847,346259,251775,3687,76.7,71.3,51.8,0.8,485797,Rogaland,2022-06-30
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214568,201494,154459,3557,80.7,75.8,58.1,1.3,265848,Møre og Romsdal,2022-06-30
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195625,183543,133981,2549,81.4,76.4,55.8,1.1,240190,Nordland,2022-06-30
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1000114,929683,690611,13201,78.8,73.2,54.4,1,1269230,Viken,2022-06-30
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306418,288286,219255,4418,82.5,77.7,59.1,1.2,371253,Innlandet,2022-06-30
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342038,319980,239373,5135,80.5,75.3,56.3,1.2,424832,Vestfold og Telemark,2022-06-30
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245353,228132,167598,2508,78.9,73.3,53.9,0.8,311134,Agder,2022-06-30
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506177,470302,349690,5652,78.9,73.3,54.5,0.9,641292,Vestland,2022-06-30
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385200,360885,269455,5043,81.2,76.1,56.8,1.1,474131,Trøndelag,2022-06-30
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192704,180419,127142,1930,79.7,74.6,52.6,0.8,241736,Troms og Finnmark,2022-06-30
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,549704,512510,355904,4553,78.5,73.2,50.9,0.7,699827,Oslo,2022-06-30
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11895,11190,9215,174,80,75.3,62,1.2,14860,Eigersund,2022-06-30
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113133,105123,75617,1053,78.2,72.6,52.3,0.7,144699,Stavanger,2022-06-30
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28704,26682,19020,286,76.7,71.3,50.8,0.8,37444,Haugesund,2022-06-30
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60674,56503,42357,542,74.6,69.5,52.1,0.7,81305,Sandnes,2022-06-30
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2505,2356,1790,24,76.3,71.8,54.6,0.7,3281,Sokndal,2022-06-30
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2426,2292,1793,22,76.3,72.1,56.4,0.7,3178,Lund,2022-06-30
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2194,2058,1527,88,78.7,73.8,54.8,3.2,2789,Bjerkreim,2022-06-30
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14091,12972,9062,129,73,67.2,47,0.7,19296,Hå,2022-06-30
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15117,13922,9235,97,75,69,45.8,0.5,20163,Klepp,2022-06-30
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14713,13646,9103,113,76,70.5,47,0.6,19353,Time,2022-06-30
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8859,8208,6308,62,73,67.7,52,0.5,12131,Gjesdal,2022-06-30
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21212,19661,13853,156,76.9,71.3,50.3,0.6,27568,Sola,2022-06-30
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9075,8367,5985,114,79.2,73,52.3,1,11454,Randaberg,2022-06-30
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10322,9537,7135,205,77.8,71.9,53.8,1.5,13268,Strand,2022-06-30
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2029,1893,1380,28,80.1,74.7,54.5,1.1,2534,Hjelmeland,2022-06-30
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3040,2833,2380,56,80.3,74.9,62.9,1.5,3784,Suldal,2022-06-30
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3676,3417,2667,47,81.2,75.5,58.9,1,4525,Sauda,2022-06-30
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,427,404,343,10,81.6,77.2,65.6,1.9,523,Kvitsøy,2022-06-30
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,712,687,507,11,83.3,80.4,59.3,1.3,855,Bokn,2022-06-30
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8577,7819,5509,78,76,69.3,48.8,0.7,11283,Tysvær,2022-06-30
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32371,30078,22020,312,76.1,70.7,51.8,0.7,42541,Karmøy,2022-06-30
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172,169,155,14,91.5,89.9,82.4,7.4,188,Utsira,2022-06-30
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6764,6292,4763,66,77.1,71.7,54.3,0.8,8775,Vindafjord,2022-06-30
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19853,18956,14881,636,82.7,78.9,62,2.6,24013,Kristiansund,2022-06-30
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26384,24783,18978,314,82.4,77.4,59.3,1,32002,Molde,2022-06-30
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52937,49405,35587,825,78.9,73.6,53,1.2,67114,Ålesund,2022-06-30
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2570,2471,1947,34,84.4,81.1,63.9,1.1,3045,Vanylven,2022-06-30
