granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,84,41,0.143281138061611,0.0699348411967387,58626,Oslo,2021-08-25
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,1509,667,23.7264150943396,10.4874213836478,6360,Oslo,2021-08-25
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,27565,17259,88.1628606153649,55.2005373248897,31266,Oslo,2021-08-25
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,85567,40399,82.5737032569361,38.9857659831122,103625,Oslo,2021-08-25
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21156,14392,88.3598546548052,60.1094265547342,23943,Oslo,2021-08-25
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39045,33524,91.7885185011049,78.8095350039964,42538,Oslo,2021-08-25
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,31927,29754,94.046777424296,87.6458112407211,33948,Oslo,2021-08-25
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24509,23766,94.2726363566428,91.4147242095546,25998,Oslo,2021-08-25
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14742,14651,96.1957585644372,95.6019575856444,15325,Oslo,2021-08-25
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7008,6887,90.6480403570043,89.0829129478722,7731,Oslo,2021-08-25
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,77,52,0.125720443450291,0.0849021176547423,61247,Oslo,2021-08-25
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,1547,586,23.5213623232477,8.90983731184431,6577,Oslo,2021-08-25
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,22781,12521,80.9847138286527,44.5111980092428,28130,Oslo,2021-08-25
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,85593,36156,81.9872028199774,34.632847372555,104398,Oslo,2021-08-25
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22013,14586,83.130664652568,55.083081570997,26480,Oslo,2021-08-25
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40424,34402,87.6572122473762,74.5988377135918,46116,Oslo,2021-08-25
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31874,29412,91.938042631746,84.8365975367043,34669,Oslo,2021-08-25
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22543,21745,93.2530818234467,89.9520145610987,24174,Oslo,2021-08-25
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11943,11925,97.5974503554793,97.4503554792841,12237,Oslo,2021-08-25
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3295,3249,90.9718387631143,89.7018221976808,3622,Oslo,2021-08-25
total,county,county11,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,59,36,0.120921462534842,0.073782587309395,48792,Rogaland,2021-08-25
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,1253,324,21.0588235294118,5.4453781512605,5950,Rogaland,2021-08-25
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17260,8811,85.4878652798415,43.6404160475483,20190,Rogaland,2021-08-25
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,37161,15978,75.8619985709911,32.6181484127794,48985,Rogaland,2021-08-25
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,13920,8023,87.5416640462864,50.4559461669077,15901,Rogaland,2021-08-25
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,28769,21351,90.5682354793011,67.2154887454746,31765,Rogaland,2021-08-25
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25424,22859,95.1746340732977,85.5725676636844,26713,Rogaland,2021-08-25
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20232,19768,96.2328767123288,94.0258751902588,21024,Rogaland,2021-08-25
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12214,12003,98.1674971869474,96.4716283555699,12442,Rogaland,2021-08-25
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5294,5136,92.6658498162086,89.900227551199,5713,Rogaland,2021-08-25
total,county,county11,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,56,34,0.110015323562925,0.0667950178774901,50902,Rogaland,2021-08-25
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,1131,220,18.2184278350515,3.54381443298969,6208,Rogaland,2021-08-25
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,17130,5719,78.3372204692002,26.1535647322449,21867,Rogaland,2021-08-25
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,38582,10409,74.9616273873594,20.2238240494278,51469,Rogaland,2021-08-25
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14116,5927,80.0816928575481,33.6245532421853,17627,Rogaland,2021-08-25
