granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,519594,445795,74.5,64,697010,Oslo,2021-09-17
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,343536,302245,71.2,62.6,482645,Rogaland,2021-09-17
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,200733,175533,75.6,66.1,265544,Møre og Romsdal,2021-09-17
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,181222,158218,75.4,65.8,240345,Nordland,2021-09-17
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,941834,822992,75.2,65.7,1252384,Viken,2021-09-17
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,286878,258523,77.4,69.8,370603,Innlandet,2021-09-17
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,322450,286744,76.4,68,421882,Vestfold og Telemark,2021-09-17
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,227717,205641,73.7,66.6,308843,Agder,2021-09-17
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,473830,413235,74.2,64.7,638821,Vestland,2021-09-17
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357984,307383,76,65.2,471124,Trøndelag,2021-09-17
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,178849,155220,73.9,64.1,242168,Troms og Finnmark,2021-09-17
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,519585,445789,74.5,64,697010,Oslo,2021-09-17
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11030,9876,74.6,66.8,14787,Eigersund,2021-09-17
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,102648,92446,71.2,64.1,144147,Stavanger,2021-09-17
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26778,21859,71.7,58.6,37323,Haugesund,2021-09-17
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,57245,50668,71.2,63,80450,Sandnes,2021-09-17
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2273,2084,69.8,64,3257,Sokndal,2021-09-17
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2255,2091,71,65.9,3174,Lund,2021-09-17
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2106,1809,75.5,64.8,2791,Bjerkreim,2021-09-17
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12598,11372,65.9,59.5,19120,Hå,2021-09-17
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13537,11192,68.2,56.4,19848,Klepp,2021-09-17
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13300,11578,69.6,60.6,19106,Time,2021-09-17
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8082,7207,67,59.7,12064,Gjesdal,2021-09-17
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19880,17024,72.4,62,27457,Sola,2021-09-17
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8156,6919,72.1,61.1,11315,Randaberg,2021-09-17
