granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539333,481960,69959,77.4,69.1,10,697010,Oslo,2021-12-02
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,363456,328759,49933,75.3,68.1,10.3,482645,Rogaland,2021-12-02
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209964,192985,35375,79.1,72.7,13.3,265544,Møre og Romsdal,2021-12-02
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191838,174406,30729,79.8,72.6,12.8,240345,Nordland,2021-12-02
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,980738,879830,150324,78.3,70.3,12,1252384,Viken,2021-12-02
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,301256,277322,52275,81.3,74.8,14.1,370603,Innlandet,2021-12-02
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,336264,306028,61055,79.7,72.5,14.5,421882,Vestfold og Telemark,2021-12-02
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,241245,219139,32251,78.1,71,10.4,308843,Agder,2021-12-02
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,496150,448242,75555,77.7,70.2,11.8,638821,Vestland,2021-12-02
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,378970,347373,58080,80.4,73.7,12.3,471124,Trøndelag,2021-12-02
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189542,173466,33147,78.3,71.6,13.7,242168,Troms og Finnmark,2021-12-02
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,539323,481953,69959,77.4,69.1,10,697010,Oslo,2021-12-02
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11605,10707,2031,78.5,72.4,13.7,14787,Eigersund,2021-12-02
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,110660,99872,14353,76.8,69.3,10,144147,Stavanger,2021-12-02
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27875,25389,2031,74.7,68,5.4,37323,Haugesund,2021-12-02
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,59117,53263,8613,73.5,66.2,10.7,80450,Sandnes,2021-12-02
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2438,2241,637,74.9,68.8,19.6,3257,Sokndal,2021-12-02
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2361,2208,449,74.4,69.6,14.1,3174,Lund,2021-12-02
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2140,1961,320,76.7,70.3,11.5,2791,Bjerkreim,2021-12-02
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13657,12275,1948,71.4,64.2,10.2,19120,Hå,2021-12-02
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14641,13205,1775,73.8,66.5,8.9,19848,Klepp,2021-12-02
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14273,12969,2197,74.7,67.9,11.5,19106,Time,2021-12-02
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8665,7841,1231,71.8,65,10.2,12064,Gjesdal,2021-12-02
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20723,18775,2949,75.5,68.4,10.7,27457,Sola,2021-12-02
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8821,7984,1394,78,70.6,12.3,11315,Randaberg,2021-12-02
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10063,9146,1617,77,70,12.4,13070,Strand,2021-12-02
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1969,1785,267,76.3,69.2,10.3,2580,Hjelmeland,2021-12-02
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2963,2722,319,77.8,71.5,8.4,3809,Suldal,2021-12-02
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3617,3316,120,79.3,72.7,2.6,4561,Sauda,2021-12-02
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,424,398,91,83.6,78.5,17.9,507,Kvitsøy,2021-12-02
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,701,650,168,81.6,75.7,19.6,859,Bokn,2021-12-02
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8363,7476,772,74.8,66.9,6.9,11178,Tysvær,2021-12-02
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31590,28464,5795,74.6,67.2,13.7,42345,Karmøy,2021-12-02
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,161,55,85.4,83.9,28.6,192,Utsira,2021-12-02
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6619,5945,799,76,68.3,9.2,8705,Vindafjord,2021-12-02
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19445,17925,3952,80.7,74.4,16.4,24099,Kristiansund,2021-12-02
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26031,24071,5420,81.7,75.5,17,31870,Molde,2021-12-02
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51588,47499,7312,77.4,71.2,11,66670,Ålesund,2021-12-02
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2530,2379,379,82.1,77.2,12.3,3083,Vanylven,2021-12-02
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1852,1701,409,75.7,69.6,16.7,2445,Sande,2021-12-02
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6733,6232,1259,76,70.4,14.2,8858,Herøy,2021-12-02
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6563,5863,702,76.5,68.4,8.2,8575,Ulstein,2021-12-02
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3750,3485,663,73,67.8,12.9,5140,Hareid,2021-12-02
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8520,7846,1798,78.7,72.4,16.6,10830,Ørsta,2021-12-02
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3592,3308,464,80.1,73.8,10.4,4482,Stranda,2021-12-02
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6129,5633,1007,80.7,74.2,13.3,7596,Sykkylven,2021-12-02
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7231,6493,916,76.9,69,9.7,9409,Sula,2021-12-02
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6433,5747,1051,75.6,67.6,12.4,8506,Giske,2021-12-02
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5508,5018,754,79.2,72.1,10.8,6958,Vestnes,2021-12-02
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5573,5132,1461,79.3,73,20.8,7026,Rauma,2021-12-02
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2828,2572,685,80.3,73,19.4,3522,Aukra,2021-12-02
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4686,4328,568,80.7,74.5,9.8,5808,Averøy,2021-12-02
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2089,1940,267,78.6,73,10,2658,Gjemnes,2021-12-02
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2467,2317,590,82.6,77.6,19.8,2985,Tingvoll,2021-12-02
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5847,5464,1109,84.1,78.6,15.9,6956,Sunndal,2021-12-02
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4915,4615,581,83.7,78.6,9.9,5872,Surnadal,2021-12-02
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1733,1614,287,81.4,75.8,13.5,2128,Smøla,2021-12-02
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2769,2574,377,79.8,74.2,10.9,3468,Aure,2021-12-02
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8707,8010,1778,80.8,74.3,16.5,10781,Volda,2021-12-02
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2089,1917,191,83.5,76.6,7.6,2502,Fjord,2021-12-02
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10357,9303,1395,77.8,69.9,10.5,13317,Hustadvika,2021-12-02
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42205,38010,6808,80.3,72.3,13,52560,Bodø,2021-12-02
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17222,15590,2912,79.5,72,13.4,21661,Narvik,2021-12-02
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1147,1041,402,82.1,74.5,28.8,1397,Bindal,2021-12-02
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1660,1506,187,83.4,75.7,9.4,1990,Sømna,2021-12-02
