granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,502448,411345,72.1,59,697010,Oslo,2021-09-03
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,330269,268816,68.4,55.7,482645,Rogaland,2021-09-03
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191632,156059,72.2,58.8,265544,Møre og Romsdal,2021-09-03
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,173956,142527,72.4,59.3,240345,Nordland,2021-09-03
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,902563,770631,72.1,61.5,1252384,Viken,2021-09-03
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,278754,232488,75.2,62.7,370603,Innlandet,2021-09-03
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,311123,270750,73.7,64.2,421882,Vestfold og Telemark,2021-09-03
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,221030,188351,71.6,61,308843,Agder,2021-09-03
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,456360,385494,71.4,60.3,638821,Vestland,2021-09-03
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,346494,272160,73.5,57.8,471124,Trøndelag,2021-09-03
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,171839,139168,71,57.5,242168,Troms og Finnmark,2021-09-03
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,502441,411339,72.1,59,697010,Oslo,2021-09-03
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10637,8755,71.9,59.2,14787,Eigersund,2021-09-03
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,99716,78871,69.2,54.7,144147,Stavanger,2021-09-03
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25278,19288,67.7,51.7,37323,Haugesund,2021-09-03
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,53735,45976,66.8,57.1,80450,Sandnes,2021-09-03
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2258,2074,69.3,63.7,3257,Sokndal,2021-09-03
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2217,1981,69.8,62.4,3174,Lund,2021-09-03
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1957,1742,70.1,62.4,2791,Bjerkreim,2021-09-03
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12371,10822,64.7,56.6,19120,Hå,2021-09-03
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13375,10081,67.4,50.8,19848,Klepp,2021-09-03
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13127,9499,68.7,49.7,19106,Time,2021-09-03
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7787,5925,64.5,49.1,12064,Gjesdal,2021-09-03
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18836,15460,68.6,56.3,27457,Sola,2021-09-03
