granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547725,506768,333653,78.6,72.7,47.9,697010,Oslo,2022-02-14
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371888,343520,239731,77.1,71.2,49.7,482645,Rogaland,2022-02-14
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214352,200440,147742,80.7,75.5,55.6,265544,Møre og Romsdal,2022-02-14
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195651,182679,127802,81.4,76,53.2,240345,Nordland,2022-02-14
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994185,918948,660766,79.4,73.4,52.8,1252384,Viken,2022-02-14
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305727,286394,211751,82.5,77.3,57.1,370603,Innlandet,2022-02-14
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340944,317600,230740,80.8,75.3,54.7,421882,Vestfold og Telemark,2022-02-14
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244787,226632,161929,79.3,73.4,52.4,308843,Agder,2022-02-14
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,504869,466842,334976,79,73.1,52.4,638821,Vestland,2022-02-14
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384601,359017,256431,81.6,76.2,54.4,471124,Trøndelag,2022-02-14
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192577,179528,120588,79.5,74.1,49.8,242168,Troms og Finnmark,2022-02-14
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547715,506761,333648,78.6,72.7,47.9,697010,Oslo,2022-02-14
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11864,11125,8987,80.2,75.2,60.8,14787,Eigersund,2022-02-14
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113122,104442,70864,78.5,72.5,49.2,144147,Stavanger,2022-02-14
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28651,26479,17865,76.8,70.9,47.9,37323,Haugesund,2022-02-14
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60354,55862,41008,75,69.4,51,80450,Sandnes,2022-02-14
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2480,2328,1751,76.1,71.5,53.8,3257,Sokndal,2022-02-14
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1739,76.3,71.7,54.8,3174,Lund,2022-02-14
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2182,2042,1481,78.2,73.2,53.1,2791,Bjerkreim,2022-02-14
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14025,12883,8806,73.4,67.4,46.1,19120,Hå,2022-02-14
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15039,13777,8736,75.8,69.4,44,19848,Klepp,2022-02-14
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14653,13518,8661,76.7,70.8,45.3,19106,Time,2022-02-14
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8849,8163,5926,73.4,67.7,49.1,12064,Gjesdal,2022-02-14
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21156,19476,12991,77.1,70.9,47.3,27457,Sola,2022-02-14
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9037,8273,5562,79.9,73.1,49.2,11315,Randaberg,2022-02-14
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10286,9450,6873,78.7,72.3,52.6,13070,Strand,2022-02-14
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2020,1887,1343,78.3,73.1,52.1,2580,Hjelmeland,2022-02-14
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3043,2828,2342,79.9,74.2,61.5,3809,Suldal,2022-02-14
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3673,3408,2566,80.5,74.7,56.3,4561,Sauda,2022-02-14
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,403,333,84,79.5,65.7,507,Kvitsøy,2022-02-14
