granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,536750,474937,77,68.1,697010,Oslo,2021-11-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,360995,323825,74.8,67.1,482645,Rogaland,2021-11-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209033,190163,78.7,71.6,265544,Møre og Romsdal,2021-11-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190797,171617,79.4,71.4,240345,Nordland,2021-11-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,976029,864907,77.9,69.1,1252384,Viken,2021-11-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300018,272327,81,73.5,370603,Innlandet,2021-11-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,334689,300945,79.3,71.3,421882,Vestfold og Telemark,2021-11-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240150,214833,77.8,69.6,308843,Agder,2021-11-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,493541,440460,77.3,68.9,638821,Vestland,2021-11-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377327,341646,80.1,72.5,471124,Trøndelag,2021-11-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188037,170496,77.6,70.4,242168,Troms og Finnmark,2021-11-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,536740,474930,77,68.1,697010,Oslo,2021-11-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11532,10442,78,70.6,14787,Eigersund,2021-11-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109768,98063,76.2,68,144147,Stavanger,2021-11-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27777,25063,74.4,67.2,37323,Haugesund,2021-11-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58750,52789,73,65.6,80450,Sandnes,2021-11-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2425,2227,74.5,68.4,3257,Sokndal,2021-11-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2351,2193,74.1,69.1,3174,Lund,2021-11-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1906,76.6,68.3,2791,Bjerkreim,2021-11-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13543,12158,70.8,63.6,19120,Hå,2021-11-16
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14487,13016,73,65.6,19848,Klepp,2021-11-16
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14151,12809,74.1,67,19106,Time,2021-11-16
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8616,7722,71.4,64,12064,Gjesdal,2021-11-16
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20607,18542,75.1,67.5,27457,Sola,2021-11-16
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8772,7873,77.5,69.6,11315,Randaberg,2021-11-16
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9978,8816,76.3,67.5,13070,Strand,2021-11-16
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1953,1761,75.7,68.3,2580,Hjelmeland,2021-11-16
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2954,2645,77.6,69.4,3809,Suldal,2021-11-16
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3614,3216,79.2,70.5,4561,Sauda,2021-11-16
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,421,395,83,77.9,507,Kvitsøy,2021-11-16
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,694,642,80.8,74.7,859,Bokn,2021-11-16
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8342,7225,74.6,64.6,11178,Tysvær,2021-11-16
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31385,28287,74.1,66.8,42345,Karmøy,2021-11-16
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,164,159,85.4,82.8,192,Utsira,2021-11-16
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6566,5870,75.4,67.4,8705,Vindafjord,2021-11-16
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19380,17849,80.4,74.1,24099,Kristiansund,2021-11-16
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25929,23836,81.4,74.8,31870,Molde,2021-11-16
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,51387,47137,77.1,70.7,66670,Ålesund,2021-11-16
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2523,2329,81.8,75.5,3083,Vanylven,2021-11-16
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1846,1672,75.5,68.4,2445,Sande,2021-11-16
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6697,6029,75.6,68.1,8858,Herøy,2021-11-16
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6536,5805,76.2,67.7,8575,Ulstein,2021-11-16
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3720,3357,72.4,65.3,5140,Hareid,2021-11-16
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8465,7593,78.2,70.1,10830,Ørsta,2021-11-16
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3564,3205,79.5,71.5,4482,Stranda,2021-11-16
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6121,5471,80.6,72,7596,Sykkylven,2021-11-16
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7205,6468,76.6,68.7,9409,Sula,2021-11-16
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6369,5547,74.9,65.2,8506,Giske,2021-11-16
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5475,4950,78.7,71.1,6958,Vestnes,2021-11-16
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5536,5036,78.8,71.7,7026,Rauma,2021-11-16
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2821,2497,80.1,70.9,3522,Aukra,2021-11-16
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4672,4289,80.4,73.8,5808,Averøy,2021-11-16
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2083,1919,78.4,72.2,2658,Gjemnes,2021-11-16
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2460,2244,82.4,75.2,2985,Tingvoll,2021-11-16
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5827,5299,83.8,76.2,6956,Sunndal,2021-11-16
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4904,4599,83.5,78.3,5872,Surnadal,2021-11-16
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1715,1600,80.6,75.2,2128,Smøla,2021-11-16
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2764,2557,79.7,73.7,3468,Aure,2021-11-16
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8636,7741,80.1,71.8,10781,Volda,2021-11-16
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2084,1908,83.3,76.3,2502,Fjord,2021-11-16
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10315,9227,77.5,69.3,13317,Hustadvika,2021-11-16
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42037,37510,80,71.4,52560,Bodø,2021-11-16
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17084,15467,78.9,71.4,21661,Narvik,2021-11-16
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1135,993,81.2,71.1,1397,Bindal,2021-11-16
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1652,1481,83,74.4,1990,Sømna,2021-11-16
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6278,5586,80.5,71.6,7803,Brønnøy,2021-11-16
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,984,883,83.2,74.7,1182,Vega,2021-11-16
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,379,337,81.5,72.5,465,Vevelstad,2021-11-16
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1357,1210,75.7,67.5,1793,Herøy,2021-11-16
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5891,5374,79.7,72.7,7394,Alstahaug,2021-11-16
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1732,1541,76,67.6,2278,Leirfjord,2021-11-16
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10652,9593,80.3,72.3,13268,Vefsn,2021-11-16
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1184,1089,81.5,74.9,1453,Grane,2021-11-16
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1072,960,84.6,75.8,1267,Hattfjelldal,2021-11-16
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1094,999,79.8,72.9,1371,Dønna,2021-11-16
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1312,1175,77.1,69.1,1701,Nesna,2021-11-16
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3448,3133,77.9,70.8,4428,Hemnes,2021-11-16
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20824,18513,79.8,71,26083,Rana,2021-11-16
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1473,1319,78.5,70.3,1876,Lurøy,2021-11-16
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,344,307,77.8,69.5,442,Træna,2021-11-16
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,903,777,74.9,64.4,1206,Rødøy,2021-11-16
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4830,4274,77.3,68.4,6247,Meløy,2021-11-16
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1498,1378,78,71.8,1920,Gildeskål,2021-11-16
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,855,802,85.6,80.3,999,Beiarn,2021-11-16
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3674,3332,79.3,71.9,4632,Saltdal,2021-11-16
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7819,7113,81.1,73.8,9640,Fauske,2021-11-16
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1545,1416,80.8,74.1,1912,Sørfold,2021-11-16
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2041,1848,78.9,71.5,2586,Steigen,2021-11-16
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1629,1522,81.3,76,2003,Lødingen,2021-11-16
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1066,994,80.5,75.1,1324,Evenes,2021-11-16
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,423,384,86.7,78.7,488,Røst,2021-11-16
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,530,481,75.9,68.9,698,Værøy,2021-11-16
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,986,909,79.6,73.4,1238,Flakstad,2021-11-16
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8891,8131,77.2,70.6,11521,Vestvågøy,2021-11-16
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7511,6692,77.7,69.2,9670,Vågan,2021-11-16
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6346,5725,78.7,71,8065,Hadsel,2021-11-16
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2058,1911,79.9,74.2,2576,Bø,2021-11-16
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3381,3027,76.6,68.5,4416,Øksnes,2021-11-16
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8186,7323,77.9,69.6,10514,Sortland,2021-11-16
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3717,3393,81,74,4588,Andøy,2021-11-16
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,794,730,80.3,73.8,989,Moskenes,2021-11-16
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2177,1981,80.6,73.3,2701,Hamarøy,2021-11-16
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24784,22355,79,71.2,31387,Halden,2021-11-16
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,40244,35532,81,71.5,49668,Moss,2021-11-16
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,45848,40486,79.9,70.6,57372,Sarpsborg,2021-11-16
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,65211,58075,78.4,69.8,83193,Fredrikstad,2021-11-16
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,77768,68403,76.3,67.2,101859,Drammen,2021-11-16
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21840,19360,78.9,69.9,27694,Kongsberg,2021-11-16
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24432,21947,79.2,71.2,30835,Ringerike,2021-11-16
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4034,3688,85.9,78.6,4694,Hvaler,2021-11-16
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1119,1033,84.5,78,1325,Aremark,2021-11-16
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2994,2744,83.1,76.2,3601,Marker,2021-11-16
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,34349,31572,76,69.8,45201,Indre Østfold,2021-11-16
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3011,2719,78.7,71.1,3825,Skiptvet,2021-11-16
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6516,5857,79.3,71.2,8222,Rakkestad,2021-11-16
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5944,5353,78.5,70.7,7568,Råde,2021-11-16
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4390,3901,75.6,67.2,5805,Våler,2021-11-16
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13961,12481,76.3,68.2,18290,Vestby,2021-11-16
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46708,41119,77.8,68.5,60034,Nordre Follo,2021-11-16
