granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548485,509229,344794,78.4,72.8,49.3,699827,Oslo,2022-03-24
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372135,344638,247031,76.6,70.9,50.9,485797,Rogaland,2022-03-24
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214486,200950,152205,80.7,75.6,57.3,265848,Møre og Romsdal,2022-03-24
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195778,183278,132072,81.5,76.3,55,240190,Nordland,2022-03-24
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,995760,922444,674389,78.5,72.7,53.1,1269230,Viken,2022-03-24
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306141,287426,216414,82.5,77.4,58.3,371253,Innlandet,2022-03-24
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341173,318386,235370,80.3,74.9,55.4,424832,Vestfold og Telemark,2022-03-24
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244985,227303,165082,78.7,73.1,53.1,311134,Agder,2022-03-24
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505632,468625,344248,78.8,73.1,53.7,641292,Vestland,2022-03-24
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385000,360044,264637,81.2,75.9,55.8,474131,Trøndelag,2022-03-24
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192861,180136,124513,79.8,74.5,51.5,241736,Troms og Finnmark,2022-03-24
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548475,509222,344789,78.4,72.8,49.3,699827,Oslo,2022-03-24
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11887,11162,9149,80,75.1,61.6,14860,Eigersund,2022-03-24
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113122,104778,73784,78.2,72.4,51,144699,Stavanger,2022-03-24
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28655,26524,18546,76.5,70.8,49.5,37444,Haugesund,2022-03-24
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60486,56182,41846,74.4,69.1,51.5,81305,Sandnes,2022-03-24
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2484,2332,1760,75.7,71.1,53.6,3281,Sokndal,2022-03-24
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2421,2282,1773,76.2,71.8,55.8,3178,Lund,2022-03-24
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2179,2044,1505,78.1,73.3,54,2789,Bjerkreim,2022-03-24
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14037,12898,8918,72.7,66.8,46.2,19296,Hå,2022-03-24
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15035,13813,9061,74.6,68.5,44.9,20163,Klepp,2022-03-24
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14674,13571,8900,75.8,70.1,46,19353,Time,2022-03-24
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8840,8175,6134,72.9,67.4,50.6,12131,Gjesdal,2022-03-24
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21147,19522,13509,76.7,70.8,49,27568,Sola,2022-03-24
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9069,8321,5839,79.2,72.6,51,11454,Randaberg,2022-03-24
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10289,9477,7033,77.5,71.4,53,13268,Strand,2022-03-24
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2030,1896,1374,80.1,74.8,54.2,2534,Hjelmeland,2022-03-24
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3042,2832,2364,80.4,74.8,62.5,3784,Suldal,2022-03-24
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3681,3418,2633,81.3,75.5,58.2,4525,Sauda,2022-03-24
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,426,403,338,81.5,77.1,64.6,523,Kvitsøy,2022-03-24
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,704,679,497,82.3,79.4,58.1,855,Bokn,2022-03-24
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8563,7800,5434,75.9,69.1,48.2,11283,Tysvær,2022-03-24
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32290,29942,21724,75.9,70.4,51.1,42541,Karmøy,2022-03-24
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,166,162,149,88.3,86.2,79.3,188,Utsira,2022-03-24
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6740,6265,4709,76.8,71.4,53.7,8775,Vindafjord,2022-03-24
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19839,18899,14642,82.6,78.7,61,24013,Kristiansund,2022-03-24
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26410,24761,18789,82.5,77.4,58.7,32002,Molde,2022-03-24
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52860,49184,34809,78.8,73.3,51.9,67114,Ålesund,2022-03-24
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2579,2476,1930,84.7,81.3,63.4,3045,Vanylven,2022-03-24
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1887,1768,1351,77.9,73,55.8,2422,Sande,2022-03-24
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6930,6472,4773,79.1,73.8,54.5,8765,Herøy,2022-03-24
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6748,6277,4963,78.9,73.4,58,8557,Ulstein,2022-03-24
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3875,3631,2801,75.6,70.8,54.6,5126,Hareid,2022-03-24
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8685,8089,6600,80.2,74.7,60.9,10833,Ørsta,2022-03-24
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3637,3398,2737,81.4,76.1,61.3,4467,Stranda,2022-03-24
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6241,5821,4594,82.6,77,60.8,7558,Sykkylven,2022-03-24
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7398,6829,5460,77.5,71.5,57.2,9547,Sula,2022-03-24
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6614,6103,4296,76.9,71,50,8597,Giske,2022-03-24
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5635,5307,3723,81.2,76.5,53.7,6936,Vestnes,2022-03-24
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5659,5267,3646,80.6,75,51.9,7019,Rauma,2022-03-24
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2904,2794,2030,82.5,79.4,57.7,3518,Aukra,2022-03-24
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4760,4489,3352,81.7,77,57.5,5828,Averøy,2022-03-24
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2137,2000,1627,80.1,74.9,61,2669,Gjemnes,2022-03-24
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2483,2363,1990,83.9,79.8,67.2,2960,Tingvoll,2022-03-24
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5956,5646,4708,85.9,81.4,67.9,6932,Sunndal,2022-03-24
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4991,4749,4015,85.3,81.2,68.6,5849,Surnadal,2022-03-24
