granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,26506,13256,16.0453769507367,8.024504521956,165194,Oslo,2021-05-27
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,16053,6439,9.69471872452215,3.88863725579008,165585,Oslo,2021-05-27
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,20123,5736,47.3059382199445,13.4844139357751,42538,Oslo,2021-05-27
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,19011,3841,41.224303929222,8.32899644375054,46116,Oslo,2021-05-27
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,27849,11297,82.0342877341817,33.2773653823495,33948,Oslo,2021-05-27
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,27292,9988,78.7216245060429,28.8095993538896,34669,Oslo,2021-05-27
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,23820,17438,91.6224324948073,67.0743903377183,25998,Oslo,2021-05-27
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,21786,15526,90.1216182675602,64.2260279639282,24174,Oslo,2021-05-27
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14426,13919,94.1337683523654,90.8254486133768,15325,Oslo,2021-05-27
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11692,11374,95.5462940263136,92.9476178801994,12237,Oslo,2021-05-27
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6924,6725,89.5615056266977,86.9874531108524,7731,Oslo,2021-05-27
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3260,3183,90.0055218111541,87.8796245168415,3622,Oslo,2021-05-27
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,15588,6972,17.1247775360886,7.65935007580252,91026,Rogaland,2021-05-27
