granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,51309,31223,7.3613004117588,4.47956270354801,697010,Oslo,2021-03-18
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,36454,19128,7.5529633581618,3.96316132975582,482645,Rogaland,2021-03-18
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24782,13179,9.3325399933721,4.96301931130058,265544,Møre og Romsdal,2021-03-18
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,24990,14639,10.3975535168196,6.09082776841624,240345,Nordland,2021-03-18
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,111120,56422,8.87267802846411,4.50516774407849,1252384,Viken,2021-03-18
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,39493,22457,10.6564167046678,6.05958397530511,370603,Innlandet,2021-03-18
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42072,23529,9.97245675331017,5.57715190503506,421882,Vestfold og Telemark,2021-03-18
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27304,13791,8.84073785062313,4.46537561155668,308843,Agder,2021-03-18
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,54593,30110,8.54589939904919,4.71337041205596,638821,Vestland,2021-03-18
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,42455,23766,9.01142798923426,5.04453180054508,471124,Trøndelag,2021-03-18
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,20746,11560,8.56678008655148,4.77354563773909,242168,Troms og Finnmark,2021-03-18
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,50870,31015,7.29831709731568,4.44972095091893,697010,Oslo,2021-03-18
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1249,661,8.44660850747278,4.47014269290593,14787,Eigersund,2021-03-18
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,11122,5587,7.7157346320076,3.87590445864291,144147,Stavanger,2021-03-18
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2844,1630,7.6199662406559,4.3672802293492,37323,Haugesund,2021-03-18
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5499,2790,6.83530142945929,3.46799254195152,80450,Sandnes,2021-03-18
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,408,165,12.5268652133866,5.06601166717839,3257,Sokndal,2021-03-18
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,421,151,13.2640201638311,4.75740390674228,3174,Lund,2021-03-18
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,227,125,8.13328556073092,4.47868147617341,2791,Bjerkreim,2021-03-18
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1381,660,7.22280334728034,3.45188284518828,19120,Hå,2021-03-18
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1028,620,5.17936316001612,3.12374042724708,19848,Klepp,2021-03-18
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1167,735,6.10802889144771,3.84695907044907,19106,Time,2021-03-18
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,772,392,6.39920424403183,3.24933687002653,12064,Gjesdal,2021-03-18
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1739,960,6.33353971664785,3.496376151801,27457,Sola,2021-03-18
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,824,405,7.28236853733981,3.5793194874061,11315,Randaberg,2021-03-18
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1073,525,8.20964039785769,4.0168324407039,13070,Strand,2021-03-18
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,258,149,10,5.77519379844961,2580,Hjelmeland,2021-03-18
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,356,177,9.3462851142032,4.64688894723024,3809,Suldal,2021-03-18
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,455,218,9.97588248191186,4.77965358474019,4561,Sauda,2021-03-18
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,64,49,12.6232741617357,9.66469428007889,507,Kvitsøy,2021-03-18
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,48,7.56693830034924,5.58789289871944,859,Bokn,2021-03-18
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,898,456,8.03363750223654,4.07944176060118,11178,Tysvær,2021-03-18
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3530,2088,8.33628527571142,4.93092454835282,42345,Karmøy,2021-03-18
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,39,33.8541666666667,20.3125,192,Utsira,2021-03-18
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,787,390,9.04078116025273,4.48018380241241,8705,Vindafjord,2021-03-18
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2178,1331,9.03771940744429,5.52305074899373,24099,Kristiansund,2021-03-18
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2922,1637,9.16849701914026,5.1364919987449,31870,Molde,2021-03-18
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5497,3031,8.24508774561272,4.54627268636568,66670,Ålesund,2021-03-18
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,429,192,13.9150178397665,6.22770029192345,3083,Vanylven,2021-03-18
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,345,128,14.1104294478528,5.23517382413088,2445,Sande,2021-03-18
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,713,434,8.04922104312486,4.89952585233687,8858,Herøy,2021-03-18
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,751,359,8.75801749271137,4.1865889212828,8575,Ulstein,2021-03-18
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,380,223,7.39299610894942,4.33852140077821,5140,Hareid,2021-03-18
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,984,517,9.08587257617729,4.77377654662973,10830,Ørsta,2021-03-18
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,455,232,10.1517179830433,5.17626059794735,4482,Stranda,2021-03-18
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,830,388,10.926803580832,5.10795155344918,7596,Sykkylven,2021-03-18
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,953,398,10.1286002763312,4.22999256031459,9409,Sula,2021-03-18
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,621,359,7.300728897249,4.22055019985892,8506,Giske,2021-03-18
total,municip,municip1535,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,664,335,9.54297211842484,4.81460189709687,6958,Vestnes,2021-03-18
total,municip,municip1539,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,652,373,9.27981781952747,5.30885283233703,7026,Rauma,2021-03-18
total,municip,municip1547,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,426,184,12.0954003407155,5.22430437251562,3522,Aukra,2021-03-18
total,municip,municip1554,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,575,318,9.90013774104683,5.47520661157025,5808,Averøy,2021-03-18
total,municip,municip1557,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,366,144,13.7697516930023,5.4176072234763,2658,Gjemnes,2021-03-18
total,municip,municip1560,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,365,212,12.2278056951424,7.10217755443886,2985,Tingvoll,2021-03-18
total,municip,municip1563,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,635,353,9.12880966072455,5.0747556066705,6956,Sunndal,2021-03-18
total,municip,municip1566,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,638,319,10.8651226158038,5.43256130790191,5872,Surnadal,2021-03-18
total,municip,municip1573,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,169,110,7.94172932330827,5.16917293233083,2128,Smøla,2021-03-18
total,municip,municip1576,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,290,208,8.36216839677047,5.99769319492503,3468,Aure,2021-03-18
total,municip,municip1577,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1070,525,9.92486782302198,4.86967813746406,10781,Volda,2021-03-18
total,municip,municip1578,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,440,152,17.585931254996,6.07513988808953,2502,Fjord,2021-03-18
total,municip,municip1579,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1225,621,9.19876849140197,4.66321243523316,13317,Hustadvika,2021-03-18
total,municip,municip1804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5510,3040,10.4832572298326,5.78386605783866,52560,Bodø,2021-03-18
total,municip,municip1806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2043,1141,9.43169752089008,5.26753150824062,21661,Narvik,2021-03-18
total,municip,municip1811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,141,118,10.0930565497495,8.44667143879742,1397,Bindal,2021-03-18
total,municip,municip1812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,158,114,7.93969849246231,5.7286432160804,1990,Sømna,2021-03-18
total,municip,municip1813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,718,385,9.20158913238498,4.93399974368833,7803,Brønnøy,2021-03-18
total,municip,municip1815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,132,96,11.1675126903553,8.12182741116751,1182,Vega,2021-03-18
total,municip,municip1816,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,61,45,13.1182795698925,9.67741935483871,465,Vevelstad,2021-03-18
total,municip,municip1818,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,156,109,8.70050195203569,6.07919687674289,1793,Herøy,2021-03-18
total,municip,municip1820,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,930,505,12.5777657560184,6.82986205031106,7394,Alstahaug,2021-03-18
total,municip,municip1822,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,254,138,11.1501316944688,6.05794556628622,2278,Leirfjord,2021-03-18
total,municip,municip1824,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1361,826,10.2577630388906,6.22550497437444,13268,Vefsn,2021-03-18
total,municip,municip1825,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,127,101,8.74053682037165,6.9511355815554,1453,Grane,2021-03-18
total,municip,municip1826,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,114,100,8.99763220205209,7.89265982636148,1267,Hattfjelldal,2021-03-18
total,municip,municip1827,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,135,105,9.84682713347921,7.65864332603939,1371,Dønna,2021-03-18
total,municip,municip1828,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,120,60,7.05467372134039,3.52733686067019,1701,Nesna,2021-03-18
total,municip,municip1832,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,540,302,12.1951219512195,6.82023486901536,4428,Hemnes,2021-03-18
total,municip,municip1833,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2186,1431,8.38093777556263,5.48633209370088,26083,Rana,2021-03-18
total,municip,municip1834,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,166,140,8.84861407249467,7.46268656716418,1876,Lurøy,2021-03-18
total,municip,municip1835,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,54,42,12.2171945701357,9.50226244343891,442,Træna,2021-03-18
total,municip,municip1836,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,77,64,6.38474295190713,5.30679933665008,1206,Rødøy,2021-03-18
total,municip,municip1837,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,688,327,11.0132863774612,5.2345125660317,6247,Meløy,2021-03-18
total,municip,municip1838,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,257,152,13.3854166666667,7.91666666666667,1920,Gildeskål,2021-03-18
total,municip,municip1839,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,124,96,12.4124124124124,9.60960960960961,999,Beiarn,2021-03-18
total,municip,municip1840,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,491,318,10.6001727115717,6.86528497409326,4632,Saltdal,2021-03-18
total,municip,municip1841,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1038,640,10.7676348547718,6.63900414937759,9640,Fauske,2021-03-18
