granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550735,514022,360696,61740,78.7,73.4,51.5,8.8,699827,Oslo,2022-10-27
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372182,345818,254269,56046,76.6,71.2,52.3,11.5,485797,Rogaland,2022-10-27
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214370,201349,155626,38366,80.6,75.7,58.5,14.4,265848,Møre og Romsdal,2022-10-27
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194824,182907,135182,31324,81.1,76.2,56.3,13,240190,Nordland,2022-10-27
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001850,931876,698904,170981,78.9,73.4,55.1,13.5,1269230,Viken,2022-10-27
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306247,288198,221330,59412,82.5,77.6,59.6,16,371253,Innlandet,2022-10-27
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342190,320317,241826,63943,80.5,75.4,56.9,15.1,424832,Vestfold og Telemark,2022-10-27
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245938,228855,169774,40639,79,73.6,54.6,13.1,311134,Agder,2022-10-27
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506042,470539,353573,81031,78.9,73.4,55.1,12.6,641292,Vestland,2022-10-27
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385022,360894,272527,59526,81.2,76.1,57.5,12.6,474131,Trøndelag,2022-10-27
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191776,179695,128203,25855,79.3,74.3,53,10.7,241736,Troms og Finnmark,2022-10-27
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550727,514015,360692,61739,78.7,73.4,51.5,8.8,699827,Oslo,2022-10-27
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11851,11145,9232,2224,79.8,75,62.1,15,14860,Eigersund,2022-10-27
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112804,104926,76406,16479,78,72.5,52.8,11.4,144699,Stavanger,2022-10-27
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28692,26695,19271,3990,76.6,71.3,51.5,10.7,37444,Haugesund,2022-10-27
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60621,56462,42842,8554,74.6,69.4,52.7,10.5,81305,Sandnes,2022-10-27
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2357,1805,496,76.4,71.8,55,15.1,3281,Sokndal,2022-10-27
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2416,2280,1792,402,76,71.7,56.4,12.6,3178,Lund,2022-10-27
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2193,2051,1534,526,78.6,73.5,55,18.9,2789,Bjerkreim,2022-10-27
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14044,12936,9168,2216,72.8,67,47.5,11.5,19296,Hå,2022-10-27
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15123,13926,9326,2150,75,69.1,46.3,10.7,20163,Klepp,2022-10-27
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14736,13660,9243,2239,76.1,70.6,47.8,11.6,19353,Time,2022-10-27
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8814,8165,6302,1215,72.7,67.3,51.9,10,12131,Gjesdal,2022-10-27
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21227,19691,14012,2913,77,71.4,50.8,10.6,27568,Sola,2022-10-27
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9061,8370,6082,1235,79.1,73.1,53.1,10.8,11454,Randaberg,2022-10-27
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10308,9520,7160,1497,77.7,71.8,54,11.3,13268,Strand,2022-10-27
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2023,1892,1387,406,79.8,74.7,54.7,16,2534,Hjelmeland,2022-10-27
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3033,2822,2396,704,80.2,74.6,63.3,18.6,3784,Suldal,2022-10-27
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3666,3411,2695,675,81,75.4,59.6,14.9,4525,Sauda,2022-10-27
