granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,122279,26251,74.0214535636888,15.8910129907866,165194,Oslo,2021-07-15
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,119008,16417,71.8712443760003,9.91454539964369,165585,Oslo,2021-07-15
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,38159,18394,89.7056749259486,43.2413371573652,42538,Oslo,2021-07-15
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,39470,17260,85.5885159163848,37.4273570994883,46116,Oslo,2021-07-15
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,31492,25537,92.7654059149287,75.2238718039354,33948,Oslo,2021-07-15
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31300,24921,90.282384839482,71.8826617439211,34669,Oslo,2021-07-15
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24314,23399,93.5225786598969,90.0030771597815,25998,Oslo,2021-07-15
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22339,21363,92.4091999669066,88.3718044179697,24174,Oslo,2021-07-15
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14641,14485,95.536704730832,94.5187601957586,15325,Oslo,2021-07-15
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11874,11794,97.0335866633979,96.3798316580861,12237,Oslo,2021-07-15
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6986,6848,90.3634717371621,88.5784503945156,7731,Oslo,2021-07-15
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3277,3227,90.474875759249,89.0944229707344,3622,Oslo,2021-07-15
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,41169,15411,45.2277371300508,16.9303275987081,91026,Rogaland,2021-07-15
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,32770,7716,33.7240534727439,7.94064072614257,97171,Rogaland,2021-07-15
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,27311,9076,85.9782779789076,28.5723280339997,31765,Rogaland,2021-07-15
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,27471,6537,80.9375092071536,19.2598921658172,33941,Rogaland,2021-07-15
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,24935,12942,93.3440646876053,48.4483210421892,26713,Rogaland,2021-07-15
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,25474,11649,90.5806635138499,41.4216122035345,28123,Rogaland,2021-07-15
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20066,19451,95.443302891933,92.5180745814307,21024,Rogaland,2021-07-15
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20285,19706,95.6253240937161,92.8958657427049,21213,Rogaland,2021-07-15
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12169,11905,97.8058190001607,95.6839736376788,12442,Rogaland,2021-07-15
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10514,10354,98.6766776161427,97.1750351947443,10655,Rogaland,2021-07-15
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5272,5106,92.2807631717136,89.3751093996149,5713,Rogaland,2021-07-15
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3005,2927,94.9447077409163,92.480252764613,3165,Rogaland,2021-07-15
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,15760,7318,34.9670519846464,16.2366044685053,45071,Møre og Romsdal,2021-07-15
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,9926,3090,20.0460457225947,6.2404071411261,49516,Møre og Romsdal,2021-07-15
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14269,4760,82.997906002792,27.6872964169381,17192,Møre og Romsdal,2021-07-15
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,13696,2588,73.3308347164962,13.8566150880762,18677,Møre og Romsdal,2021-07-15
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,14976,6458,93.134328358209,40.1616915422886,16080,Møre og Romsdal,2021-07-15
