location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,15466,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2230.15628109255,Oslo
county11,1900-01-01,3085,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,642.852975252765,Rogaland
county15,1900-01-01,1082,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,407.935514519036,Møre og Romsdal
county18,1900-01-01,819,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,339.502974278193,Nordland
county30,1900-01-01,18053,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1454.52055125628,Viken
county34,1900-01-01,3043,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,819.365348627435,Innlandet
county38,1900-01-01,2688,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,640.921706454044,Vestfold og Telemark
county42,1900-01-01,1351,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,439.734271606706,Agder
county46,1900-01-01,5951,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,934.911261195449,Vestland
county50,1900-01-01,3156,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,673.348950932576,Trøndelag
county54,1900-01-01,1143,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,469.769143195334,Troms og Finnmark
municip0301,1900-01-01,15464,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,2229.86788638402,Oslo
municip1101,1900-01-01,82,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,553.642562959962,Eigersund
municip1103,1900-01-01,1206,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,839.984955493335,Stavanger
municip1106,1900-01-01,243,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,650.480498969403,Haugesund
municip1108,1900-01-01,454,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,570.803525403272,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,312.304809494066,Lund
municip1114,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,358.80875493362,Bjerkreim
municip1119,1900-01-01,70,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,368.595650571323,Hå
municip1120,1900-01-01,124,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,633.04063712477,Klepp
municip1121,1900-01-01,85,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18916,449.355043349545,Time
municip1122,1900-01-01,79,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12002,658.223629395101,Gjesdal
municip1124,1900-01-01,219,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27153,806.540713733289,Sola
municip1127,1900-01-01,68,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11221,606.006594777649,Randaberg
municip1130,1900-01-01,73,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12968,562.924120913017,Strand
municip1133,1900-01-01,17,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2574,660.450660450661,Hjelmeland
municip1134,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3804,262.881177707676,Suldal
municip1135,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4595,152.33949945593,Sauda
municip1144,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,517,0,Kvitsøy
