granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,cum_n_dose_1,cum_n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,5,0,5,0,0.00072098677133472,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,264,0,269,0,0.0387890882978079,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,118,0,387,0,0.0558043761013073,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,58,0,445,0,0.06416782264879,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,5,0,450,0,0.0648888094201248,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,6,0,456,0,0.0657539935457264,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,456,0,0.065422303840691,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,479,0,935,0,0.134144416866329,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,603,0,1538,0,0.220656805497769,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,966,0,2504,0,0.359248791265549,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,450,0,2954,0,0.423810275318862,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,129,0,3083,0,0.442317900747479,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,100,0,3183,0,0.45666489720377,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,78,0,3261,0,0.467855554439678,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,242,0,3503,0,0.502575285863904,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,490,0,3993,0,0.572875568499735,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1237,0,5230,0,0.750347914664065,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1637,0,6867,0,0.985208246653563,0,697010,Oslo,2021-04-16
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,643,0,7510,0,1.07745943386752,0,697010,Oslo,2021-04-16
