granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,536999,475261,77,68.2,697010,Oslo,2021-11-17
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,361051,323909,74.8,67.1,482645,Rogaland,2021-11-17
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,209107,190331,78.7,71.7,265544,Møre og Romsdal,2021-11-17
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,190838,171841,79.4,71.5,240345,Nordland,2021-11-17
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,976306,865346,78,69.1,1252384,Viken,2021-11-17
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,300080,272588,81,73.6,370603,Innlandet,2021-11-17
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,334779,301244,79.4,71.4,421882,Vestfold og Telemark,2021-11-17
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,240234,215142,77.8,69.7,308843,Agder,2021-11-17
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,493714,441024,77.3,69,638821,Vestland,2021-11-17
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,377541,342080,80.1,72.6,471124,Trøndelag,2021-11-17
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188129,170584,77.7,70.4,242168,Troms og Finnmark,2021-11-17
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,536989,475254,77,68.2,697010,Oslo,2021-11-17
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11535,10449,78,70.7,14787,Eigersund,2021-11-17
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,109799,98119,76.2,68.1,144147,Stavanger,2021-11-17
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27780,25067,74.4,67.2,37323,Haugesund,2021-11-17
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58753,52792,73,65.6,80450,Sandnes,2021-11-17
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2425,2227,74.5,68.4,3257,Sokndal,2021-11-17
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2351,2193,74.1,69.1,3174,Lund,2021-11-17
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2138,1906,76.6,68.3,2791,Bjerkreim,2021-11-17
