granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,179,53,0.305325282297957,0.0904035752055402,58626,Oslo,2021-09-02
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2352,798,36.9811320754717,12.5471698113208,6360,Oslo,2021-09-02
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28044,20725,89.6948762233736,66.2860615364933,31266,Oslo,2021-09-02
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,87004,59668,83.9604342581423,57.5806996381182,103625,Oslo,2021-09-02
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21315,17248,89.0239318381155,72.0377563379693,23943,Oslo,2021-09-02
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39187,35371,92.1223376745498,83.15153509803,42538,Oslo,2021-09-02
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32019,30277,94.3177801343231,89.1864027335926,33948,Oslo,2021-09-02
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24539,23824,94.3880298484499,91.6378182937149,25998,Oslo,2021-09-02
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14755,14667,96.2805872756933,95.7063621533442,15325,Oslo,2021-09-02
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7017,6897,90.7644547923943,89.2122623205277,7731,Oslo,2021-09-02
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,173,58,0.2824628145052,0.0946985158456741,61247,Oslo,2021-09-02
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2294,736,34.8791242207694,11.1905123916679,6577,Oslo,2021-09-02
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,23206,15671,82.4955563455386,55.7092072520441,28130,Oslo,2021-09-02
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,86389,57613,82.7496695338991,55.1859231019751,104398,Oslo,2021-09-02
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22137,17684,83.5989425981873,66.7824773413897,26480,Oslo,2021-09-02
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40612,36506,88.0648798681586,79.1612455546882,46116,Oslo,2021-09-02
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,31963,29970,92.1947561221841,86.4461045891142,34669,Oslo,2021-09-02
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22583,21799,93.4185488541408,90.1753950525358,24174,Oslo,2021-09-02
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11954,11940,97.6873416687097,97.5729345427801,12237,Oslo,2021-09-02
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3299,3255,91.0822749861955,89.8674765323026,3622,Oslo,2021-09-02
total,county,county11,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,286,42,0.58616166584686,0.0860796851942942,48792,Rogaland,2021-09-02
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2479,624,41.6638655462185,10.4873949579832,5950,Rogaland,2021-09-02
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17471,12705,86.5329370975731,62.927191679049,20190,Rogaland,2021-09-02
