granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547870,507072,335285,78.6,72.7,48.1,697010,Oslo,2022-02-16
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,371948,343647,240785,77.1,71.2,49.9,482645,Rogaland,2022-02-16
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214410,200526,148450,80.7,75.5,55.9,265544,Møre og Romsdal,2022-02-16
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195713,182751,128239,81.4,76,53.4,240345,Nordland,2022-02-16
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,994324,919292,662645,79.4,73.4,52.9,1252384,Viken,2022-02-16
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,305782,286486,212285,82.5,77.3,57.3,370603,Innlandet,2022-02-16
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,340971,317672,231197,80.8,75.3,54.8,421882,Vestfold og Telemark,2022-02-16
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,244820,226731,162397,79.3,73.4,52.6,308843,Agder,2022-02-16
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505001,467072,336168,79.1,73.1,52.6,638821,Vestland,2022-02-16
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384642,359143,257717,81.6,76.2,54.7,471124,Trøndelag,2022-02-16
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192638,179585,120962,79.5,74.2,49.9,242168,Troms og Finnmark,2022-02-16
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,547860,507065,335280,78.6,72.7,48.1,697010,Oslo,2022-02-16
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11864,11125,8990,80.2,75.2,60.8,14787,Eigersund,2022-02-16
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113146,104509,71566,78.5,72.5,49.6,144147,Stavanger,2022-02-16
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28654,26485,17891,76.8,71,47.9,37323,Haugesund,2022-02-16
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60359,55873,41077,75,69.5,51.1,80450,Sandnes,2022-02-16
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2481,2328,1751,76.2,71.5,53.8,3257,Sokndal,2022-02-16
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2422,2276,1740,76.3,71.7,54.8,3174,Lund,2022-02-16
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2182,2042,1482,78.2,73.2,53.1,2791,Bjerkreim,2022-02-16
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14031,12886,8828,73.4,67.4,46.2,19120,Hå,2022-02-16
