location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,7873,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1135.26577014365,Oslo
county11,1900-01-01,1280,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,266.726680169705,Rogaland
county15,1900-01-01,525,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,197.935439115059,Møre og Romsdal
county18,1900-01-01,439,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,181.98022674985,Nordland
county30,1900-01-01,7315,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,589.365636317492,Viken
county34,1900-01-01,1391,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,374.543936884904,Innlandet
county38,1900-01-01,857,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,204.341481559195,Vestfold og Telemark
county42,1900-01-01,798,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,259.739414316915,Agder
county46,1900-01-01,3946,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,619.922674622289,Vestland
county50,1900-01-01,1074,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,229.143464290743,Trøndelag
county54,1900-01-01,724,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,297.561557019617,Troms og Finnmark
municip0301,1900-01-01,7872,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1135.12157278938,Oslo
municip1101,1900-01-01,56,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,378.097360070218,Eigersund
municip1103,1900-01-01,431,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,300.193628372825,Stavanger
municip1106,1900-01-01,155,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,414.915544610113,Haugesund
municip1108,1900-01-01,159,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,199.906961539912,Sandnes
municip1111,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,304.878048780488,Sokndal
municip1112,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,62.4609618988133,Lund
municip1114,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,143.523501973448,Bjerkreim
municip1119,1900-01-01,36,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,189.563477436681,Hå
municip1120,1900-01-01,40,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,204.206657137023,Klepp
municip1121,1900-01-01,24,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18916,126.876718122225,Time
municip1122,1900-01-01,41,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12002,341.609731711381,Gjesdal
municip1124,1900-01-01,82,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27153,301.992413361323,Sola
municip1127,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11221,222.796542197665,Randaberg
municip1130,1900-01-01,20,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12968,154.225786551511,Strand
municip1133,1900-01-01,12,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2574,466.200466200466,Hjelmeland
municip1134,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3804,131.440588853838,Suldal
municip1135,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4595,87.0511425462459,Sauda
municip1144,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,517,0,Kvitsøy
municip1145,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,852,117.370892018779,Bokn
municip1146,1900-01-01,36,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11065,325.350203343877,Tysvær
municip1149,1900-01-01,110,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,42186,260.750011852273,Karmøy
municip1151,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,198,0,Utsira
municip1160,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8714,286.894652283681,Vindafjord
municip1505,1900-01-01,51,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24179,210.926837338186,Kristiansund
municip1506,1900-01-01,68,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31967,212.719366847061,Molde
municip1507,1900-01-01,157,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,66258,236.952518941109,Ålesund
municip1511,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3117,160.410651267244,Vanylven
municip1514,1900-01-01,18,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2461,731.409995936611,Sande
municip1515,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8900,101.123595505618,Herøy
municip1516,1900-01-01,50,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8571,583.362501458406,Ulstein
municip1517,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5175,115.942028985507,Hareid
municip1520,1900-01-01,15,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10825,138.568129330254,Ørsta
municip1525,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4523,66.3276586336502,Stranda
municip1528,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7625,26.2295081967213,Sykkylven
municip1531,1900-01-01,41,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9310,440.386680988185,Sula
municip1532,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8462,153.627983928149,Giske
municip1535,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6532,137.783221065524,Vestnes
municip1539,1900-01-01,15,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7468,200.856989823246,Rauma
municip1547,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3509,85.494442861214,Aukra
municip1554,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5788,17.2771250863856,Averøy
municip1557,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2629,38.0372765310004,Gjemnes
municip1560,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3025,66.1157024793388,Tingvoll
municip1563,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7036,85.2757248436612,Sunndal
municip1566,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5920,101.351351351351,Surnadal
