granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,528856,454745,75.9,65.2,697010,Oslo,2021-09-27
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,351466,309715,72.8,64.2,482645,Rogaland,2021-09-27
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,203652,179398,76.7,67.6,265544,Møre og Romsdal,2021-09-27
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,185791,162583,77.3,67.6,240345,Nordland,2021-09-27
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,959937,836188,76.6,66.8,1252384,Viken,2021-09-27
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,293429,261569,79.2,70.6,370603,Innlandet,2021-09-27
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,329380,291170,78.1,69,421882,Vestfold og Telemark,2021-09-27
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,234065,208883,75.8,67.6,308843,Agder,2021-09-27
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,483295,421313,75.7,66,638821,Vestland,2021-09-27
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,367452,320151,78,68,471124,Trøndelag,2021-09-27
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,183089,159825,75.6,66,242168,Troms og Finnmark,2021-09-27
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,528846,454739,75.9,65.2,697010,Oslo,2021-09-27
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11278,10086,76.3,68.2,14787,Eigersund,2021-09-27
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,106868,94568,74.1,65.6,144147,Stavanger,2021-09-27
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27357,23087,73.3,61.9,37323,Haugesund,2021-09-27
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,57749,51036,71.8,63.4,80450,Sandnes,2021-09-27
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2386,2146,73.3,65.9,3257,Sokndal,2021-09-27
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2322,2098,73.2,66.1,3174,Lund,2021-09-27
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2112,1828,75.7,65.5,2791,Bjerkreim,2021-09-27
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,12633,11567,66.1,60.5,19120,Hå,2021-09-27
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13730,11892,69.2,59.9,19848,Klepp,2021-09-27
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13357,12164,69.9,63.7,19106,Time,2021-09-27
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8107,7332,67.2,60.8,12064,Gjesdal,2021-09-27
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20279,17475,73.9,63.6,27457,Sola,2021-09-27
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8241,7202,72.8,63.7,11315,Randaberg,2021-09-27
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9904,8450,75.8,64.7,13070,Strand,2021-09-27
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1954,1690,75.7,65.5,2580,Hjelmeland,2021-09-27
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2916,2589,76.6,68,3809,Suldal,2021-09-27
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3596,3146,78.8,69,4561,Sauda,2021-09-27
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,407,370,80.3,73,507,Kvitsøy,2021-09-27
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,689,612,80.2,71.2,859,Bokn,2021-09-27
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8259,6989,73.9,62.5,11178,Tysvær,2021-09-27
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,30768,27492,72.7,64.9,42345,Karmøy,2021-09-27
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-09-27
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6384,5734,73.3,65.9,8705,Vindafjord,2021-09-27
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19236,16991,79.8,70.5,24099,Kristiansund,2021-09-27
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25531,22113,80.1,69.4,31870,Molde,2021-09-27
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48745,43029,73.1,64.5,66670,Ålesund,2021-09-27
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2515,2279,81.6,73.9,3083,Vanylven,2021-09-27
