granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,526702,452196,75.6,64.9,697010,Oslo,2021-09-23
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,349173,307624,72.3,63.7,482645,Rogaland,2021-09-23
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,202470,178017,76.2,67,265544,Møre og Romsdal,2021-09-23
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,183865,160352,76.5,66.7,240345,Nordland,2021-09-23
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,955959,832311,76.3,66.5,1252384,Viken,2021-09-23
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,291101,260317,78.5,70.2,370603,Innlandet,2021-09-23
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,327463,289230,77.6,68.6,421882,Vestfold og Telemark,2021-09-23
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,231825,207745,75.1,67.3,308843,Agder,2021-09-23
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,480475,418053,75.2,65.4,638821,Vestland,2021-09-23
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,363193,314758,77.1,66.8,471124,Trøndelag,2021-09-23
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,181804,157984,75.1,65.2,242168,Troms og Finnmark,2021-09-23
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,526693,452190,75.6,64.9,697010,Oslo,2021-09-23
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11275,10075,76.2,68.1,14787,Eigersund,2021-09-23
