granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532223,465313,76.4,66.8,697010,Oslo,2021-10-11
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,357398,315957,74,65.5,482645,Rogaland,2021-10-11
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206672,183763,77.8,69.2,265544,Møre og Romsdal,2021-10-11
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,188470,166898,78.4,69.4,240345,Nordland,2021-10-11
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,968093,847278,77.3,67.7,1252384,Viken,2021-10-11
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,297978,266991,80.4,72,370603,Innlandet,2021-10-11
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332573,296177,78.8,70.2,421882,Vestfold og Telemark,2021-10-11
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,238068,211212,77.1,68.4,308843,Agder,2021-10-11
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,489827,430922,76.7,67.5,638821,Vestland,2021-10-11
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,373862,331647,79.4,70.4,471124,Trøndelag,2021-10-11
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,184995,165012,76.4,68.1,242168,Troms og Finnmark,2021-10-11
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,532213,465306,76.4,66.8,697010,Oslo,2021-10-11
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11451,10229,77.4,69.2,14787,Eigersund,2021-10-11
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108778,96132,75.5,66.7,144147,Stavanger,2021-10-11
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27547,23946,73.8,64.2,37323,Haugesund,2021-10-11
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58268,52050,72.4,64.7,80450,Sandnes,2021-10-11
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2403,2168,73.8,66.6,3257,Sokndal,2021-10-11
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2333,2133,73.5,67.2,3174,Lund,2021-10-11
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2122,1865,76,66.8,2791,Bjerkreim,2021-10-11
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13084,11696,68.4,61.2,19120,Hå,2021-10-11
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14329,12525,72.2,63.1,19848,Klepp,2021-10-11
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13974,12372,73.1,64.8,19106,Time,2021-10-11
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8520,7537,70.6,62.5,12064,Gjesdal,2021-10-11
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20426,17874,74.4,65.1,27457,Sola,2021-10-11
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8653,7479,76.5,66.1,11315,Randaberg,2021-10-11
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9943,8593,76.1,65.7,13070,Strand,2021-10-11
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1951,1694,75.6,65.7,2580,Hjelmeland,2021-10-11
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2941,2604,77.2,68.4,3809,Suldal,2021-10-11
