location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name
county03,1900-01-01,12499,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1802.32273098253,Oslo
county11,1900-01-01,1711,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,479892,356.538554508098,Rogaland
county15,1900-01-01,760,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265238,286.5351118618,Møre og Romsdal
county18,1900-01-01,614,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,241235,254.523597322113,Nordland
county30,1900-01-01,13782,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1241165,1110.40836633324,Viken
county34,1900-01-01,2323,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,371385,625.496452468463,Innlandet
county38,1900-01-01,1674,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,419396,399.145437724728,Vestfold og Telemark
county42,1900-01-01,1138,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,307231,370.405330191289,Agder
county46,1900-01-01,5369,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,636531,843.478165242541,Vestland
county50,1900-01-01,1535,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,468702,327.500202687422,Trøndelag
county54,1900-01-01,922,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,243311,378.938888911722,Troms og Finnmark
municip0301,1900-01-01,12497,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,693494,1802.034336274,Oslo
municip1101,1900-01-01,69,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14811,465.86996151509,Eigersund
municip1103,1900-01-01,557,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,143574,387.953250588547,Stavanger
municip1106,1900-01-01,200,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37357,535.374896271114,Haugesund
municip1108,1900-01-01,240,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,79537,301.746357041377,Sandnes
municip1111,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3280,335.365853658537,Sokndal
municip1112,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3202,218.613366645846,Lund
municip1114,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2787,179.40437746681,Bjerkreim
municip1119,1900-01-01,42,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18991,221.157390342794,Hå
municip1120,1900-01-01,51,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19588,260.363487849704,Klepp
municip1121,1900-01-01,35,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18916,185.028547261578,Time
municip1122,1900-01-01,51,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12002,424.929178470255,Gjesdal
municip1124,1900-01-01,95,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27153,349.86925938202,Sola
municip1127,1900-01-01,27,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11221,240.620265573478,Randaberg
municip1130,1900-01-01,27,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,12968,208.20481184454,Strand
municip1133,1900-01-01,12,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2574,466.200466200466,Hjelmeland
municip1134,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3804,157.728706624606,Suldal
municip1135,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4595,152.33949945593,Sauda
municip1144,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,517,0,Kvitsøy
municip1145,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,852,117.370892018779,Bokn
municip1146,1900-01-01,46,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11065,415.725259828287,Tysvær
municip1149,1900-01-01,134,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,42186,317.640923529133,Karmøy
municip1151,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,198,0,Utsira
municip1160,1900-01-01,86,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8714,986.917603855864,Vindafjord
municip1505,1900-01-01,56,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24179,231.605939038008,Kristiansund
municip1506,1900-01-01,111,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31967,347.233084117997,Molde
municip1507,1900-01-01,201,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,66258,303.35959431314,Ålesund
municip1511,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3117,256.657042027591,Vanylven
municip1514,1900-01-01,20,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2461,812.677773262901,Sande
municip1515,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8900,112.359550561798,Herøy
municip1516,1900-01-01,63,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8571,735.036751837592,Ulstein
municip1517,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5175,135.265700483092,Hareid
municip1520,1900-01-01,27,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10825,249.422632794457,Ørsta
municip1525,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4523,110.54609772275,Stranda
municip1528,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7625,26.2295081967213,Sykkylven
municip1531,1900-01-01,100,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9310,1074.11385606874,Sula
municip1532,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8462,153.627983928149,Giske
municip1535,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6532,199.020208205756,Vestnes
municip1539,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7468,214.247455811462,Rauma
municip1547,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3509,113.992590481619,Aukra
municip1554,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5788,17.2771250863856,Averøy
municip1557,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2629,38.0372765310004,Gjemnes
municip1560,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3025,66.1157024793388,Tingvoll
municip1563,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7036,113.700966458215,Sunndal
municip1566,1900-01-01,8,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5920,135.135135135135,Surnadal
municip1573,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2150,0,Smøla
municip1576,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3507,171.086398631309,Aure
municip1577,1900-01-01,44,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10473,420.127948056908,Volda
municip1578,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2549,235.386426049431,Fjord
municip1579,1900-01-01,24,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13279,180.736501242563,Hustadvika
municip1804,1900-01-01,157,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,52357,299.86439253586,Bodø
municip1806,1900-01-01,24,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,21845,109.864957656214,Narvik
municip1811,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1426,0,Bindal
municip1812,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1975,253.164556962025,Sømna
municip1813,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7917,113.679424024252,Brønnøy
municip1815,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1200,250,Vega
municip1816,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,462,0,Vevelstad
municip1818,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1777,56.274620146314,Herøy
municip1820,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7447,120.854035181952,Alstahaug
municip1822,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2294,174.3679163034,Leirfjord
municip1824,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,13278,67.7812923633077,Vefsn
municip1825,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1482,67.476383265857,Grane
municip1826,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1297,0,Hattfjelldal
municip1827,1900-01-01,11,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1371,802.334062727936,Dønna
municip1828,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1761,113.571834185122,Nesna
municip1832,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4454,67.3551863493489,Hemnes
municip1833,1900-01-01,156,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,26184,595.783684692942,Rana
municip1834,1900-01-01,5,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1890,264.550264550265,Lurøy
municip1835,1900-01-01,2,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,435,459.770114942529,Træna
municip1836,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1213,0,Rødøy
municip1837,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6288,143.129770992366,Meløy
municip1838,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1950,51.2820512820513,Gildeskål
municip1839,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1017,98.3284169124877,Beiarn
municip1840,1900-01-01,1,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4671,21.4086919289231,Saltdal
municip1841,1900-01-01,45,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9739,462.059759728925,Fauske
municip1845,1900-01-01,7,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1926,363.447559709242,Sørfold
municip1848,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2608,153.374233128834,Steigen
municip1851,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2034,147.492625368732,Lødingen
municip1853,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1348,0,Evenes
municip1856,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,498,0,Røst
municip1857,1900-01-01,0,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,728,0,Værøy
municip1859,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1272,707.547169811321,Flakstad
municip1860,1900-01-01,37,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11433,323.624595469256,Vestvågøy
municip1865,1900-01-01,6,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,9608,62.4479600333056,Vågan
municip1866,1900-01-01,31,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8061,384.567671504776,Hadsel
municip1867,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2569,116.776956014013,Bø
municip1868,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4410,226.757369614512,Øksnes
municip1870,1900-01-01,15,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,10566,141.964792731403,Sortland
municip1871,1900-01-01,17,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4663,364.57216384302,Andøy
municip1874,1900-01-01,10,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1015,985.221674876847,Moskenes
municip1875,1900-01-01,3,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2766,108.459869848156,Hamarøy
municip3001,1900-01-01,201,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,31373,640.678290249578,Halden
municip3002,1900-01-01,633,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,49273,1284.67923609279,Moss
municip3003,1900-01-01,828,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,56732,1459.49376013537,Sarpsborg
municip3004,1900-01-01,1313,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,82385,1593.73672391819,Fredrikstad
municip3005,1900-01-01,1825,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,101386,1800.05128913262,Drammen
municip3006,1900-01-01,295,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,27723,1064.09840204884,Kongsberg
municip3007,1900-01-01,198,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,30641,646.193009366535,Ringerike
municip3011,1900-01-01,15,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,4668,321.33676092545,Hvaler
municip3012,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1325,301.88679245283,Aremark
municip3013,1900-01-01,16,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3595,445.062586926287,Marker
municip3014,1900-01-01,446,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,44792,995.713520271477,Indre Østfold
municip3015,1900-01-01,9,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3805,236.530880420499,Skiptvet
municip3016,1900-01-01,64,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,8255,775.287704421563,Rakkestad
municip3017,1900-01-01,76,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,7508,1012.25359616409,Råde
municip3018,1900-01-01,39,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,5736,679.916317991632,Våler
municip3019,1900-01-01,144,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18042,798.137678749584,Vestby
municip3020,1900-01-01,567,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,59288,956.348670894616,Nordre Follo
municip3021,1900-01-01,153,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,20439,748.568912373404,Ås
municip3022,1900-01-01,113,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,15877,711.721357939157,Frogn
municip3023,1900-01-01,144,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19616,734.094616639478,Nesodden
municip3024,1900-01-01,1335,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,127731,1045.16523005378,Bærum
municip3025,1900-01-01,848,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,94441,897.915100433075,Asker
municip3026,1900-01-01,79,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,17390,454.284071305348,Aurskog-Høland
municip3027,1900-01-01,217,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,18530,1171.07393416082,Rælingen
municip3028,1900-01-01,159,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,11110,1431.14311431143,Enebakk
municip3029,1900-01-01,661,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,41460,1594.30776652195,Lørenskog
municip3030,1900-01-01,1187,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,85983,1380.5054487515,Lillestrøm
municip3031,1900-01-01,220,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,24249,907.253907377624,Nittedal
municip3032,1900-01-01,63,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6890,914.368650217707,Gjerdrum
municip3033,1900-01-01,427,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,39625,1077.60252365931,Ullensaker
municip3034,1900-01-01,131,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,23092,567.296033258271,Nes
municip3035,1900-01-01,218,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,25436,857.052995754049,Eidsvoll
municip3036,1900-01-01,110,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14139,777.989956856921,Nannestad
municip3037,1900-01-01,13,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2854,455.501051156272,Hurdal
municip3038,1900-01-01,54,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,6799,794.234446242094,Hole
municip3039,1900-01-01,4,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,1050,380.952380952381,Flå
