granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,533032,467449,76.5,67.1,697010,Oslo,2021-10-18
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,358095,316874,74.2,65.7,482645,Rogaland,2021-10-18
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,206903,185010,77.9,69.7,265544,Møre og Romsdal,2021-10-18
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,189340,168178,78.8,70,240345,Nordland,2021-10-18
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,969840,850722,77.4,67.9,1252384,Viken,2021-10-18
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,298397,267691,80.5,72.2,370603,Innlandet,2021-10-18
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,332868,297124,78.9,70.4,421882,Vestfold og Telemark,2021-10-18
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,238955,212064,77.4,68.7,308843,Agder,2021-10-18
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,490438,432275,76.8,67.7,638821,Vestland,2021-10-18
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,374913,333892,79.6,70.9,471124,Trøndelag,2021-10-18
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,185760,166411,76.7,68.7,242168,Troms og Finnmark,2021-10-18
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,533022,467442,76.5,67.1,697010,Oslo,2021-10-18
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11469,10285,77.6,69.6,14787,Eigersund,2021-10-18
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,108980,96509,75.6,67,144147,Stavanger,2021-10-18
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,27559,23984,73.8,64.3,37323,Haugesund,2021-10-18
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,58274,52082,72.4,64.7,80450,Sandnes,2021-10-18
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2406,2171,73.9,66.7,3257,Sokndal,2021-10-18
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2336,2135,73.6,67.3,3174,Lund,2021-10-18
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2123,1873,76.1,67.1,2791,Bjerkreim,2021-10-18
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13299,11712,69.6,61.3,19120,Hå,2021-10-18
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14337,12546,72.2,63.2,19848,Klepp,2021-10-18
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14038,12382,73.5,64.8,19106,Time,2021-10-18
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8546,7539,70.8,62.5,12064,Gjesdal,2021-10-18
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20456,17974,74.5,65.5,27457,Sola,2021-10-18
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8712,7571,77,66.9,11315,Randaberg,2021-10-18
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9945,8602,76.1,65.8,13070,Strand,2021-10-18
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1957,1756,75.9,68.1,2580,Hjelmeland,2021-10-18
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2941,2604,77.2,68.4,3809,Suldal,2021-10-18
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3604,3177,79,69.7,4561,Sauda,2021-10-18
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,417,381,82.2,75.1,507,Kvitsøy,2021-10-18
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,690,614,80.3,71.5,859,Bokn,2021-10-18
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8280,7061,74.1,63.2,11178,Tysvær,2021-10-18
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31042,27953,73.3,66,42345,Karmøy,2021-10-18
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,163,156,84.9,81.2,192,Utsira,2021-10-18
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6514,5801,74.8,66.6,8705,Vindafjord,2021-10-18
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19262,17097,79.9,70.9,24099,Kristiansund,2021-10-18
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25800,22919,81,71.9,31870,Molde,2021-10-18
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,50069,45631,75.1,68.4,66670,Ålesund,2021-10-18
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2523,2301,81.8,74.6,3083,Vanylven,2021-10-18
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1843,1626,75.4,66.5,2445,Sande,2021-10-18
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6664,5906,75.2,66.7,8858,Herøy,2021-10-18
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6490,5722,75.7,66.7,8575,Ulstein,2021-10-18
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3714,3343,72.3,65,5140,Hareid,2021-10-18
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8417,7485,77.7,69.1,10830,Ørsta,2021-10-18
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3549,3165,79.2,70.6,4482,Stranda,2021-10-18
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6082,5399,80.1,71.1,7596,Sykkylven,2021-10-18
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7167,6393,76.2,67.9,9409,Sula,2021-10-18
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6310,5445,74.2,64,8506,Giske,2021-10-18
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5417,4825,77.9,69.3,6958,Vestnes,2021-10-18
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5511,4785,78.4,68.1,7026,Rauma,2021-10-18
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2811,2473,79.8,70.2,3522,Aukra,2021-10-18
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4659,4119,80.2,70.9,5808,Averøy,2021-10-18
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2076,1854,78.1,69.8,2658,Gjemnes,2021-10-18
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2446,2213,81.9,74.1,2985,Tingvoll,2021-10-18
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5819,5240,83.7,75.3,6956,Sunndal,2021-10-18
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4905,4478,83.5,76.3,5872,Surnadal,2021-10-18
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1686,1527,79.2,71.8,2128,Smøla,2021-10-18
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2761,2514,79.6,72.5,3468,Aure,2021-10-18
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8568,7563,79.5,70.2,10781,Volda,2021-10-18
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2091,1846,83.6,73.8,2502,Fjord,2021-10-18
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10265,9142,77.1,68.6,13317,Hustadvika,2021-10-18
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41816,36575,79.6,69.6,52560,Bodø,2021-10-18
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16803,15136,77.6,69.9,21661,Narvik,2021-10-18
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1121,950,80.2,68,1397,Bindal,2021-10-18
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1643,1457,82.6,73.2,1990,Sømna,2021-10-18
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6190,5518,79.3,70.7,7803,Brønnøy,2021-10-18
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,980,872,82.9,73.8,1182,Vega,2021-10-18
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,363,326,78.1,70.1,465,Vevelstad,2021-10-18
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1350,1184,75.3,66,1793,Herøy,2021-10-18
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5846,5334,79.1,72.1,7394,Alstahaug,2021-10-18
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1720,1514,75.5,66.5,2278,Leirfjord,2021-10-18
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10609,9542,80,71.9,13268,Vefsn,2021-10-18
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1180,1066,81.2,73.4,1453,Grane,2021-10-18
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1069,948,84.4,74.8,1267,Hattfjelldal,2021-10-18
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1092,987,79.6,72,1371,Dønna,2021-10-18
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1299,1158,76.4,68.1,1701,Nesna,2021-10-18
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3431,3047,77.5,68.8,4428,Hemnes,2021-10-18
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20817,18478,79.8,70.8,26083,Rana,2021-10-18
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1469,1279,78.3,68.2,1876,Lurøy,2021-10-18
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341,302,77.1,68.3,442,Træna,2021-10-18
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,902,762,74.8,63.2,1206,Rødøy,2021-10-18
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4804,4197,76.9,67.2,6247,Meløy,2021-10-18
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1484,1362,77.3,70.9,1920,Gildeskål,2021-10-18
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,852,785,85.3,78.6,999,Beiarn,2021-10-18
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3643,3247,78.6,70.1,4632,Saltdal,2021-10-18
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7773,7010,80.6,72.7,9640,Fauske,2021-10-18
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1537,1389,80.4,72.6,1912,Sørfold,2021-10-18
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2031,1811,78.5,70,2586,Steigen,2021-10-18
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1619,1501,80.8,74.9,2003,Lødingen,2021-10-18
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1054,955,79.6,72.1,1324,Evenes,2021-10-18
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,418,380,85.7,77.9,488,Røst,2021-10-18
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,528,471,75.6,67.5,698,Værøy,2021-10-18
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,978,879,79,71,1238,Flakstad,2021-10-18
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8794,7859,76.3,68.2,11521,Vestvågøy,2021-10-18
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7385,6347,76.4,65.6,9670,Vågan,2021-10-18
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6308,5632,78.2,69.8,8065,Hadsel,2021-10-18
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2058,1883,79.9,73.1,2576,Bø,2021-10-18
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3312,2887,75,65.4,4416,Øksnes,2021-10-18
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8085,7188,76.9,68.4,10514,Sortland,2021-10-18
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3684,3346,80.3,72.9,4588,Andøy,2021-10-18
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,783,710,79.2,71.8,989,Moskenes,2021-10-18
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2164,1900,80.1,70.3,2701,Hamarøy,2021-10-18
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24662,22066,78.6,70.3,31387,Halden,2021-10-18
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,39989,35051,80.5,70.6,49668,Moss,2021-10-18
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,45659,40128,79.6,69.9,57372,Sarpsborg,2021-10-18
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,64743,57370,77.8,69,83193,Fredrikstad,2021-10-18
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,77289,67527,75.9,66.3,101859,Drammen,2021-10-18
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21612,18895,78,68.2,27694,Kongsberg,2021-10-18
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24316,21709,78.9,70.4,30835,Ringerike,2021-10-18
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4022,3656,85.7,77.9,4694,Hvaler,2021-10-18
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1117,1026,84.3,77.4,1325,Aremark,2021-10-18
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2989,2710,83,75.3,3601,Marker,2021-10-18
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,34032,30706,75.3,67.9,45201,Indre Østfold,2021-10-18
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2997,2678,78.4,70,3825,Skiptvet,2021-10-18
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6506,5808,79.1,70.6,8222,Rakkestad,2021-10-18
