granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550697,514005,360920,65102,78.7,73.4,51.6,9.3,699827,Oslo,2022-11-07
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372166,345820,254363,57505,76.6,71.2,52.4,11.8,485797,Rogaland,2022-11-07
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214362,201340,155695,40098,80.6,75.7,58.6,15.1,265848,Møre og Romsdal,2022-11-07
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,194810,182893,135286,33214,81.1,76.1,56.3,13.8,240190,Nordland,2022-11-07
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1001936,932009,699422,178005,78.9,73.4,55.1,14,1269230,Viken,2022-11-07
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306292,288249,221458,61488,82.5,77.6,59.7,16.6,371253,Innlandet,2022-11-07
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,342236,320364,241963,66193,80.6,75.4,57,15.6,424832,Vestfold og Telemark,2022-11-07
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245972,228893,169841,42207,79.1,73.6,54.6,13.6,311134,Agder,2022-11-07
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,506043,470551,353771,83896,78.9,73.4,55.2,13.1,641292,Vestland,2022-11-07
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,384995,360888,272642,61873,81.2,76.1,57.5,13,474131,Trøndelag,2022-11-07
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,191785,179703,128282,27437,79.3,74.3,53.1,11.3,241736,Troms og Finnmark,2022-11-07
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550689,513998,360916,65101,78.7,73.4,51.6,9.3,699827,Oslo,2022-11-07
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11852,11148,9234,2230,79.8,75,62.1,15,14860,Eigersund,2022-11-07
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,112801,104930,76432,16900,78,72.5,52.8,11.7,144699,Stavanger,2022-11-07
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28690,26690,19277,4112,76.6,71.3,51.5,11,37444,Haugesund,2022-11-07
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60602,56455,42858,8716,74.5,69.4,52.7,10.7,81305,Sandnes,2022-11-07
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2508,2360,1807,503,76.4,71.9,55.1,15.3,3281,Sokndal,2022-11-07
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2413,2278,1791,405,75.9,71.7,56.4,12.7,3178,Lund,2022-11-07
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2193,2051,1537,580,78.6,73.5,55.1,20.8,2789,Bjerkreim,2022-11-07
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14039,12933,9172,2289,72.8,67,47.5,11.9,19296,Hå,2022-11-07
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15134,13937,9330,2186,75.1,69.1,46.3,10.8,20163,Klepp,2022-11-07
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14726,13651,9241,2302,76.1,70.5,47.7,11.9,19353,Time,2022-11-07
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8808,8159,6300,1225,72.6,67.3,51.9,10.1,12131,Gjesdal,2022-11-07
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21233,19697,14020,2967,77,71.4,50.9,10.8,27568,Sola,2022-11-07
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9061,8369,6086,1305,79.1,73.1,53.1,11.4,11454,Randaberg,2022-11-07
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10316,9527,7166,1582,77.8,71.8,54,11.9,13268,Strand,2022-11-07
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2024,1893,1387,406,79.9,74.7,54.7,16,2534,Hjelmeland,2022-11-07
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3032,2821,2398,712,80.1,74.6,63.4,18.8,3784,Suldal,2022-11-07
