granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548707,509890,347458,78.4,72.9,49.6,699827,Oslo,2022-04-14
total,county,county11,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,372240,344890,248079,76.6,71,51.1,485797,Rogaland,2022-04-14
total,county,county15,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,214503,201024,152714,80.7,75.6,57.4,265848,Møre og Romsdal,2022-04-14
total,county,county18,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,195734,183320,132482,81.5,76.3,55.2,240190,Nordland,2022-04-14
total,county,county30,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,996489,923647,677707,78.5,72.8,53.4,1269230,Viken,2022-04-14
total,county,county34,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,306216,287612,217092,82.5,77.5,58.5,371253,Innlandet,2022-04-14
total,county,county38,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,341336,318646,236248,80.3,75,55.6,424832,Vestfold og Telemark,2022-04-14
total,county,county42,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,245091,227507,165687,78.8,73.1,53.3,311134,Agder,2022-04-14
total,county,county46,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,505748,468936,345419,78.9,73.1,53.9,641292,Vestland,2022-04-14
total,county,county50,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,385125,360268,265857,81.2,76,56.1,474131,Trøndelag,2022-04-14
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192875,180195,125134,79.8,74.5,51.8,241736,Troms og Finnmark,2022-04-14
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,548699,509884,347454,78.4,72.9,49.6,699827,Oslo,2022-04-14
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11885,11162,9165,80,75.1,61.7,14860,Eigersund,2022-04-14
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113085,104805,74150,78.2,72.4,51.2,144699,Stavanger,2022-04-14
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28684,26574,18693,76.6,71,49.9,37444,Haugesund,2022-04-14
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60540,56244,41954,74.5,69.2,51.6,81305,Sandnes,2022-04-14
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2488,2337,1769,75.8,71.2,53.9,3281,Sokndal,2022-04-14
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2420,2281,1774,76.1,71.8,55.8,3178,Lund,2022-04-14
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2183,2048,1508,78.3,73.4,54.1,2789,Bjerkreim,2022-04-14
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14050,12917,8965,72.8,66.9,46.5,19296,Hå,2022-04-14
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15071,13854,9104,74.7,68.7,45.2,20163,Klepp,2022-04-14
