location_code,date,n,granularity_time,granularity_geo,border,age,sex,yrwk,season,year,week,x,pop,pr100000,location_name,date_of_publishing
county03,1900-01-01,48540,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,697010,6964.03207988408,Oslo,2021-09-13
county11,1900-01-01,9961,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,482645,2063.83573848274,Rogaland,2021-09-13
county15,1900-01-01,3813,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,265544,1435.92022414364,Møre og Romsdal,2021-09-13
county18,1900-01-01,2556,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,240345,1063.47126006366,Nordland,2021-09-13
county30,1900-01-01,56442,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,1252384,4506.76469836727,Viken,2021-09-13
county34,1900-01-01,7509,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,370603,2026.15737055555,Innlandet,2021-09-13
county38,1900-01-01,10783,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,421882,2555.92796089902,Vestfold og Telemark,2021-09-13
county42,1900-01-01,7272,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,308843,2354.59440557176,Agder,2021-09-13
county46,1900-01-01,14553,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,638821,2278.10294276487,Vestland,2021-09-13
county50,1900-01-01,7997,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,471124,1697.42997597236,Trøndelag,2021-09-13
county54,1900-01-01,3407,total,county,2020,total,total,1900-01,1899/1900,1900,1,24,242168,1406.8745664167,Troms og Finnmark,2021-09-13
municip0301,1900-01-01,48532,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,697010,6962.88432016757,Oslo,2021-09-13
municip1101,1900-01-01,173,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,14787,1169.94657469399,Eigersund,2021-09-13
municip1103,1900-01-01,3788,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,144147,2627.87293526747,Stavanger,2021-09-13
municip1106,1900-01-01,1153,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,37323,3089.24791683412,Haugesund,2021-09-13
municip1108,1900-01-01,1548,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,80450,1924.1765071473,Sandnes,2021-09-13
municip1111,1900-01-01,17,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3257,521.95271722444,Sokndal,2021-09-13
municip1112,1900-01-01,43,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,3174,1354.75740390674,Lund,2021-09-13
municip1114,1900-01-01,25,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,2791,895.736295234683,Bjerkreim,2021-09-13
municip1119,1900-01-01,280,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19120,1464.43514644351,Hå,2021-09-13
municip1120,1900-01-01,329,total,municip,2020,total,total,1900-01,1899/1900,1900,1,24,19848,1657.59774284563,Klepp,2021-09-13
